% Data generated on Wed Nov 18 22:17:50 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
-2.29,2.96,2.32,-1.98,-3.58,-5.68,-0.21,0.02,-0.04,NOT_EX
-0.21,0.02,-0.04,-1.03,-1.56,-1.13,2.14,0.55,3.46,NOT_EX
-1.03,-1.56,-1.13,2.14,0.55,3.46,1.84,-0.07,-0.71,NOT_EX
1.84,-0.07,-0.71,0.21,0.03,-0.18,0.21,-0.15,-0.07,NOT_EX
0.21,0.03,-0.18,0.21,-0.15,-0.07,3.18,0.12,4.32,NOT_EX
3.18,0.12,4.32,-0.28,1.21,3.30,-0.25,-0.40,-1.37,NOT_EX
-0.28,1.21,3.30,-0.25,-0.40,-1.37,-0.07,0.13,0.06,NOT_EX
-0.07,0.13,0.06,-0.30,-0.80,-0.55,2.15,0.63,-1.08,NOT_EX
-0.30,-0.80,-0.55,2.15,0.63,-1.08,-0.42,1.07,2.30,NOT_EX
2.15,0.63,-1.08,-0.42,1.07,2.30,1.29,-0.73,-0.25,NOT_EX
1.29,-0.73,-0.25,0.03,0.01,-0.08,0.15,-1.56,-0.92,NOT_EX
0.15,-1.56,-0.92,-2.01,3.56,2.04,0.25,1.75,0.05,NOT_EX
-2.01,3.56,2.04,0.25,1.75,0.05,0.62,-0.04,-0.16,NOT_EX
0.62,-0.04,-0.16,-0.31,-0.24,-0.30,-1.33,-4.05,-3.40,NOT_EX
-0.31,-0.24,-0.30,-1.33,-4.05,-3.40,-1.22,2.55,1.67,NOT_EX
-1.22,2.55,1.67,1.32,-0.72,-1.70,-0.11,0.07,0.03,NOT_EX
1.32,-0.72,-1.70,-0.11,0.07,0.03,-0.27,-1.25,-0.47,NOT_EX
-0.27,-1.25,-0.47,0.77,1.64,2.57,1.02,-1.33,4.97,NOT_EX
0.77,1.64,2.57,1.02,-1.33,4.97,1.43,-0.40,1.00,NOT_EX
1.43,-0.40,1.00,0.37,-0.13,0.05,-0.08,-0.15,0.04,NOT_EX
0.37,-0.13,0.05,-0.08,-0.15,0.04,-0.19,0.08,0.01,NOT_EX
