% Data generated on Wed Nov 18 22:18:18 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
2.89,1.33,3.58,1.53,2.19,-0.02,0.99,4.21,-1.00,2.65,2.17,-1.74,0.57,-4.91,-3.73,2.19,-2.44,0.65,1.96,-1.11,1.51,2.05,0.07,3.47,EX_TROU
2.05,0.07,3.47,2.82,9.50,-2.21,-1.15,1.59,-1.95,0.04,-1.25,-3.46,1.38,-4.60,-2.56,1.46,-2.24,1.34,2.08,1.13,3.60,2.16,3.10,1.58,EX_TROU
2.16,3.10,1.58,-0.37,5.59,-1.93,-1.88,-0.27,-3.12,1.27,-3.29,-3.06,1.37,-3.54,-0.68,1.59,-2.26,0.94,1.69,1.16,3.01,0.53,2.72,0.94,EX_TROU
0.53,2.72,0.94,0.47,4.75,-1.13,-1.20,0.81,-2.63,0.55,-1.75,-4.57,0.51,-3.10,-0.97,1.68,-2.17,-0.12,2.06,0.31,2.35,3.62,3.60,4.01,EX_TROU
1.72,4.33,-1.35,0.29,2.61,-1.52,-1.66,0.17,-3.47,-0.02,-1.80,-3.39,0.65,-3.82,-0.21,2.14,-2.33,1.46,1.80,1.19,2.73,0.98,3.35,2.06,EX_TROU
0.98,3.35,2.06,-0.60,4.79,-3.08,1.30,2.95,-3.08,-1.20,-1.39,-3.67,0.66,-3.66,-1.83,2.43,-1.91,0.44,1.53,0.07,1.42,2.16,0.98,2.39,EX_TROU
2.16,0.98,2.39,3.49,1.11,1.24,0.79,2.72,-2.07,-0.99,-0.57,-2.73,0.13,-3.38,-3.14,1.18,-3.36,0.35,1.94,-1.44,0.43,1.67,0.74,2.47,EX_TROU
0.71,-4.88,1.82,-2.95,-2.09,-1.16,-1.98,-1.93,-2.34,-3.40,2.02,-3.04,-0.10,4.93,2.84,2.05,3.65,1.49,-0.16,0.13,4.91,1.70,-1.71,2.95,EX_PEAK
-1.50,-3.36,0.21,-1.65,-1.44,-1.68,-2.90,1.62,-3.11,-0.22,5.12,-2.22,-2.39,2.47,1.16,-0.71,0.52,4.63,1.82,-3.13,2.70,1.01,-2.91,0.88,EX_PEAK
-1.61,-2.14,-1.52,-1.23,-0.99,-1.89,-5.58,0.78,-5.90,-0.22,2.72,2.73,-0.12,3.92,0.87,-1.78,0.97,2.39,0.86,-1.01,3.33,1.29,-2.38,1.73,EX_PEAK
-1.24,-2.15,-0.48,-0.58,-1.93,-1.25,-1.49,0.03,-2.62,-1.38,1.31,-2.96,-2.19,3.93,1.07,-1.16,2.13,1.55,0.68,-1.61,4.27,1.18,-2.87,2.12,EX_PEAK
-0.26,-1.98,-1.06,-1.38,-0.54,-2.15,-1.11,0.48,-2.46,0.14,2.22,0.96,-1.08,2.92,1.63,-0.83,1.17,2.44,0.06,0.35,3.89,0.70,-3.46,2.19,EX_PEAK
-1.57,-1.59,-2.12,-1.41,-0.38,-1.88,-1.67,1.17,-3.53,-3.57,1.33,0.60,0.52,3.34,1.06,-1.27,1.87,1.95,0.63,-1.16,3.76,1.41,-4.38,2.78,EX_PEAK
-0.69,-1.73,-0.88,-1.31,-0.06,-2.14,-4.41,0.54,-4.32,-0.74,1.11,1.48,-0.35,5.00,1.72,-1.58,1.24,1.82,1.12,-1.47,4.01,-0.24,-4.40,1.86,EX_PEAK
-2.28,-2.66,-0.68,-1.29,-1.74,-2.26,-1.68,0.61,-2.26,-3.51,2.74,-3.75,-1.97,4.85,1.20,-1.17,2.36,2.62,-0.16,0.84,2.75,1.69,-2.17,3.93,EX_PEAK
-2.61,-3.74,0.32,-1.67,-1.96,-2.07,-1.40,-0.19,-2.18,-2.19,1.51,-4.21,-1.97,2.02,2.09,0.40,1.84,1.48,-0.24,0.20,3.24,2.42,-2.18,3.14,EX_PEAK
-0.17,-2.88,0.13,-1.26,-2.02,-2.05,-1.59,0.13,-2.53,-4.27,1.98,-4.43,-3.13,3.31,0.77,-1.28,2.39,2.34,0.41,0.60,2.95,2.09,-1.82,3.68,EX_PEAK
-1.74,0.95,-1.95,-1.66,2.80,0.41,-1.33,1.26,1.97,1.07,0.31,5.44,0.71,-4.88,1.82,-2.95,-2.09,-1.16,-1.98,-1.93,-2.34,-3.40,2.02,-3.04,EX_TROU
-3.40,2.02,-3.04,-0.10,4.93,2.84,2.05,3.65,1.49,-0.16,0.13,4.91,1.70,-1.71,2.95,-1.50,-3.36,0.21,-1.65,-1.44,-1.68,-2.90,1.62,-3.11,EX_TROU
-2.90,1.62,-3.11,-0.22,5.12,-2.22,-2.39,2.47,1.16,-0.71,0.52,4.63,1.82,-3.13,2.70,1.01,-2.91,0.88,-1.61,-2.14,-1.52,-1.23,-0.99,-1.89,EX_TROU
-0.12,3.92,0.87,-1.78,0.97,2.39,0.86,-1.01,3.33,1.29,-2.38,1.73,-1.24,-2.15,-0.48,-0.58,-1.93,-1.25,-1.49,0.03,-2.62,-1.38,1.31,-2.96,EX_TROU
-2.19,3.93,1.07,-1.16,2.13,1.55,0.68,-1.61,4.27,1.18,-2.87,2.12,-1.59,-2.93,0.13,-0.26,-1.98,-1.06,-1.38,-0.54,-2.15,-1.11,0.48,-2.46,EX_TROU
0.14,2.22,0.96,-1.08,2.92,1.63,-0.83,1.17,2.44,0.06,0.35,3.89,0.70,-3.46,2.19,-1.43,-2.69,-0.17,-1.57,-1.59,-2.12,-1.41,-0.38,-1.88,EX_TROU
0.52,3.34,1.06,-1.27,1.87,1.95,0.63,-1.16,3.76,1.41,-4.38,2.78,0.82,-3.73,0.86,-0.69,-1.73,-0.88,-1.31,-0.06,-2.14,-4.41,0.54,-4.32,EX_TROU
-0.74,1.11,1.48,-0.35,5.00,1.72,-1.58,1.24,1.82,1.12,-1.47,4.01,-0.24,-4.40,1.86,-2.28,-2.66,-0.68,-1.29,-1.74,-2.26,-1.68,0.61,-2.26,EX_TROU
-1.97,4.85,1.20,-1.17,2.36,2.62,-0.16,0.84,2.75,1.69,-2.17,3.93,-2.61,-3.74,0.32,-1.67,-1.96,-2.07,-1.40,-0.19,-2.18,-2.19,1.51,-4.21,EX_TROU
-1.97,2.02,2.09,0.40,1.84,1.48,-0.24,0.20,3.24,2.42,-2.18,3.14,0.79,-3.16,2.22,-0.17,-2.88,0.13,-1.26,-2.02,-2.05,-1.59,0.13,-2.53,EX_TROU
1.75,0.30,0.91,-0.82,0.28,-0.72,-1.07,-0.24,-1.69,0.06,0.26,-0.14,-0.35,1.70,-0.44,-0.31,7.01,-0.54,1.06,-2.22,-2.49,-0.90,-4.16,2.89,NOT_EX
-0.35,1.70,-0.44,-0.31,7.01,-0.54,1.06,-2.22,-2.49,-0.90,-4.16,2.89,-1.40,-3.04,3.65,2.39,-0.86,1.21,4.04,4.46,-0.97,0.83,-0.48,0.40,NOT_EX
-1.40,-3.04,3.65,2.39,-0.86,1.21,4.04,4.46,-0.97,0.83,-0.48,0.40,0.12,0.06,-0.01,-0.28,-0.34,-0.70,-0.14,1.10,-0.32,-0.88,3.92,-0.52,NOT_EX
0.12,0.06,-0.01,-0.28,-0.34,-0.70,-0.14,1.10,-0.32,-0.88,3.92,-0.52,0.74,-1.87,-0.88,0.94,-2.66,0.96,0.36,-3.11,2.42,0.14,-1.60,0.64,NOT_EX
0.74,-1.87,-0.88,0.94,-2.66,0.96,0.36,-3.11,2.42,0.14,-1.60,0.64,1.00,0.51,0.29,2.26,0.45,0.77,0.59,-0.02,0.50,0.11,0.03,-0.16,NOT_EX
1.00,0.51,0.29,2.26,0.45,0.77,0.59,-0.02,0.50,0.11,0.03,-0.16,-0.07,0.10,-0.62,-0.26,0.96,-0.69,-0.42,3.18,-0.55,2.96,6.32,0.51,NOT_EX
-0.07,0.10,-0.62,-0.26,0.96,-0.69,-0.42,3.18,-0.55,2.96,6.32,0.51,0.94,-3.43,-0.77,0.54,-4.33,1.13,-0.46,-1.40,0.10,1.34,-0.27,-0.31,NOT_EX
0.94,-3.43,-0.77,0.54,-4.33,1.13,-0.46,-1.40,0.10,1.34,-0.27,-0.31,-0.14,-1.97,2.20,-0.41,-0.01,-0.22,0.02,0.04,-0.30,0.05,0.07,-0.30,NOT_EX
-0.14,-1.97,2.20,-0.41,-0.01,-0.22,0.02,0.04,-0.30,0.05,0.07,-0.30,-0.11,0.90,-0.17,-0.63,3.64,-0.43,2.41,-1.11,-2.12,2.93,-2.02,0.30,NOT_EX
-0.11,0.90,-0.17,-0.63,3.64,-0.43,2.41,-1.11,-2.12,2.93,-2.02,0.30,2.99,-3.09,-0.55,1.21,-1.49,-0.35,0.32,-0.04,-0.47,-2.71,-0.05,0.35,NOT_EX
2.99,-3.09,-0.55,1.21,-1.49,-0.35,0.32,-0.04,-0.47,-2.71,-0.05,0.35,0.48,-0.29,0.03,0.13,-0.05,-0.41,0.18,-0.01,-0.24,0.39,0.61,-0.36,NOT_EX
0.48,-0.29,0.03,0.13,-0.05,-0.41,0.18,-0.01,-0.24,0.39,0.61,-0.36,-0.05,1.30,-1.29,4.82,-1.82,-5.41,3.07,-0.49,-2.72,1.58,-0.61,-3.29,NOT_EX
-0.05,1.30,-1.29,4.82,-1.82,-5.41,3.07,-0.49,-2.72,1.58,-0.61,-3.29,1.41,-0.62,-2.07,-0.94,-0.02,-0.54,0.61,0.20,0.32,0.30,-0.01,0.11,NOT_EX
1.41,-0.62,-2.07,-0.94,-0.02,-0.54,0.61,0.20,0.32,0.30,-0.01,0.11,0.11,0.00,-0.07,-0.01,0.00,-0.19,-0.21,0.11,-0.71,-0.30,3.75,-0.28,NOT_EX
0.11,0.00,-0.07,-0.01,0.00,-0.19,-0.21,0.11,-0.71,-0.30,3.75,-0.28,0.21,6.05,-1.83,0.79,-4.07,-0.76,-0.07,-4.59,2.23,1.03,-2.09,2.18,NOT_EX
0.21,6.05,-1.83,0.79,-4.07,-0.76,-0.07,-4.59,2.23,1.03,-2.09,2.18,2.27,0.12,0.28,0.83,0.14,-2.68,-0.06,0.18,-0.02,-0.07,-0.09,-0.44,NOT_EX
2.27,0.12,0.28,0.83,0.14,-2.68,-0.06,0.18,-0.02,-0.07,-0.09,-0.44,0.05,0.41,-0.48,-0.42,2.62,-0.51,-0.42,3.64,-3.24,-0.40,-2.46,-0.39,NOT_EX
0.05,0.41,-0.48,-0.42,2.62,-0.51,-0.42,3.64,-3.24,-0.40,-2.46,-0.39,-0.77,-4.23,2.67,-0.65,-4.31,3.12,3.82,-0.61,0.27,-4.70,4.97,-0.61,NOT_EX
-0.77,-4.23,2.67,-0.65,-4.31,3.12,3.82,-0.61,0.27,-4.70,4.97,-0.61,-0.01,0.61,1.73,-0.22,-0.18,-0.77,0.05,0.09,-0.49,0.28,0.64,-0.31,NOT_EX
-0.01,0.61,1.73,-0.22,-0.18,-0.77,0.05,0.09,-0.49,0.28,0.64,-0.31,-0.66,4.11,-0.63,0.69,1.45,-3.48,1.68,-3.62,0.79,0.82,-3.66,2.19,NOT_EX
-0.66,4.11,-0.63,0.69,1.45,-3.48,1.68,-3.62,0.79,0.82,-3.66,2.19,0.74,-2.36,0.63,-0.01,0.74,-0.40,-0.37,-1.63,-3.17,1.29,-0.49,0.14,NOT_EX
0.74,-2.36,0.63,-0.01,0.74,-0.40,-0.37,-1.63,-3.17,1.29,-0.49,0.14,0.06,-0.09,-0.47,0.08,0.27,-0.35,-0.27,1.39,-0.46,-0.88,4.03,-0.70,NOT_EX
0.06,-0.09,-0.47,0.08,0.27,-0.35,-0.27,1.39,-0.46,-0.88,4.03,-0.70,0.19,1.89,-3.39,1.30,-3.37,0.96,1.04,-3.65,1.47,0.46,-2.21,1.13,NOT_EX
0.19,1.89,-3.39,1.30,-3.37,0.96,1.04,-3.65,1.47,0.46,-2.21,1.13,1.95,1.70,-1.52,-1.58,-3.98,0.28,0.09,0.17,0.40,0.11,-0.14,-0.17,NOT_EX
1.95,1.70,-1.52,-1.58,-3.98,0.28,0.09,0.17,0.40,0.11,-0.14,-0.17,0.11,0.02,0.01,0.34,0.07,-0.04,0.47,0.06,-0.10,0.48,0.20,-0.51,NOT_EX
0.11,0.02,0.01,0.34,0.07,-0.04,0.47,0.06,-0.10,0.48,0.20,-0.51,1.16,0.05,-1.80,1.82,0.22,-2.33,4.00,0.59,-4.22,5.91,-2.40,-3.35,NOT_EX
1.16,0.05,-1.80,1.82,0.22,-2.33,4.00,0.59,-4.22,5.91,-2.40,-3.35,0.40,-0.38,-0.82,1.13,-1.76,-1.25,1.85,1.08,0.12,0.13,-0.52,0.20,NOT_EX
0.40,-0.38,-0.82,1.13,-1.76,-1.25,1.85,1.08,0.12,0.13,-0.52,0.20,0.52,-0.19,0.38,0.40,0.04,0.23,0.55,-0.03,0.05,0.06,-0.07,-0.50,NOT_EX
0.52,-0.19,0.38,0.40,0.04,0.23,0.55,-0.03,0.05,0.06,-0.07,-0.50,-0.23,0.18,-0.55,-0.24,1.36,-0.41,-0.31,3.06,-0.47,0.67,-1.92,-0.67,NOT_EX
-0.23,0.18,-0.55,-0.24,1.36,-0.41,-0.31,3.06,-0.47,0.67,-1.92,-0.67,0.46,-3.81,-0.81,-0.50,-3.63,1.72,-0.30,-1.46,1.19,1.64,0.81,0.75,NOT_EX
0.46,-3.81,-0.81,-0.50,-3.63,1.72,-0.30,-1.46,1.19,1.64,0.81,0.75,1.23,0.29,-0.20,-0.26,0.01,-0.17,-0.12,-0.11,-0.58,-0.17,0.08,-0.47,NOT_EX
1.23,0.29,-0.20,-0.26,0.01,-0.17,-0.12,-0.11,-0.58,-0.17,0.08,-0.47,-0.48,1.87,-0.58,-0.62,4.39,-0.38,1.28,-3.85,-0.87,-0.15,-3.75,2.04,NOT_EX
-0.48,1.87,-0.58,-0.62,4.39,-0.38,1.28,-3.85,-0.87,-0.15,-3.75,2.04,-0.45,-2.99,2.71,1.94,-0.63,1.83,0.48,1.55,-1.06,2.23,-0.32,-0.88,NOT_EX
-0.45,-2.99,2.71,1.94,-0.63,1.83,0.48,1.55,-1.06,2.23,-0.32,-0.88,-0.29,-0.02,-0.35,-0.00,0.09,-0.50,-0.16,0.66,-0.40,-0.34,2.17,-0.34,NOT_EX
-0.29,-0.02,-0.35,-0.00,0.09,-0.50,-0.16,0.66,-0.40,-0.34,2.17,-0.34,0.07,5.41,0.17,0.14,5.77,0.16,2.47,-4.25,0.93,1.83,-3.99,1.03,NOT_EX
0.07,5.41,0.17,0.14,5.77,0.16,2.47,-4.25,0.93,1.83,-3.99,1.03,2.01,-0.74,1.83,2.46,7.89,-1.66,-1.02,0.79,0.93,0.09,-0.08,-0.13,NOT_EX
2.01,-0.74,1.83,2.46,7.89,-1.66,-1.02,0.79,0.93,0.09,-0.08,-0.13,0.13,0.11,-0.32,0.26,0.40,-0.35,0.02,1.99,-0.24,0.05,5.62,-0.75,NOT_EX
0.13,0.11,-0.32,0.26,0.40,-0.35,0.02,1.99,-0.24,0.05,5.62,-0.75,0.60,2.70,-2.75,2.06,-3.82,-1.49,0.69,-3.82,1.49,1.11,0.09,1.66,NOT_EX
0.60,2.70,-2.75,2.06,-3.82,-1.49,0.69,-3.82,1.49,1.11,0.09,1.66,1.17,1.64,-1.56,-7.64,1.61,-0.06,0.02,0.12,0.56,0.11,-0.01,-0.10,NOT_EX
1.17,1.64,-1.56,-7.64,1.61,-0.06,0.02,0.12,0.56,0.11,-0.01,-0.10,0.25,-0.01,-0.12,0.17,-0.02,-0.11,0.34,0.04,0.12,0.34,0.04,-0.02,NOT_EX
0.25,-0.01,-0.12,0.17,-0.02,-0.11,0.34,0.04,0.12,0.34,0.04,-0.02,0.35,0.19,-0.35,1.37,0.08,-2.50,7.24,-4.92,-5.97,-1.30,-0.67,-5.70,NOT_EX
0.35,0.19,-0.35,1.37,0.08,-2.50,7.24,-4.92,-5.97,-1.30,-0.67,-5.70,0.33,-1.16,-3.87,0.50,1.62,-0.90,-0.13,-0.54,1.24,0.95,0.14,0.58,NOT_EX
0.33,-1.16,-3.87,0.50,1.62,-0.90,-0.13,-0.54,1.24,0.95,0.14,0.58,0.74,-0.04,0.49,0.16,-0.02,-0.08,-0.40,-0.10,-0.68,-0.32,0.25,-0.95,NOT_EX
0.74,-0.04,0.49,0.16,-0.02,-0.08,-0.40,-0.10,-0.68,-0.32,0.25,-0.95,-0.23,1.99,-1.14,3.33,6.72,0.29,1.28,-4.05,-2.03,0.41,-3.88,1.93,NOT_EX
-0.23,1.99,-1.14,3.33,6.72,0.29,1.28,-4.05,-2.03,0.41,-3.88,1.93,0.17,-3.05,3.32,1.22,-0.76,0.47,-2.73,1.84,-2.79,0.62,-0.49,-0.10,NOT_EX
0.17,-3.05,3.32,1.22,-0.76,0.47,-2.73,1.84,-2.79,0.62,-0.49,-0.10,-0.16,-0.09,-0.36,-0.18,0.04,-0.61,-0.45,1.64,-0.60,-0.33,5.70,0.08,NOT_EX
-0.16,-0.09,-0.36,-0.18,0.04,-0.61,-0.45,1.64,-0.60,-0.33,5.70,0.08,-2.34,-1.75,-1.68,-0.95,-4.62,1.38,-1.62,-3.81,3.72,0.85,-1.65,3.03,NOT_EX
1.26,-0.74,-1.67,1.33,0.17,-1.63,-0.13,0.41,-1.66,-0.27,1.62,-0.96,0.00,3.31,-0.49,-0.59,2.86,-0.18,-2.01,0.58,1.10,-1.49,-0.22,1.07,EX_PEAK
1.32,-0.95,-2.19,-0.95,-0.69,-1.96,-0.81,1.28,-2.13,0.73,1.45,-1.03,0.65,2.67,-0.72,-0.64,2.35,-0.33,-2.12,1.96,0.94,-2.01,0.15,1.68,EX_PEAK
-0.08,0.77,-2.33,-0.33,1.14,-2.03,0.71,1.41,-0.59,-0.49,2.61,-0.58,-1.32,2.35,0.01,-2.29,1.16,1.03,-1.39,-0.01,1.21,-1.26,-0.30,0.99,EX_PEAK
1.00,-1.28,-1.82,0.10,-0.32,-2.25,-1.09,2.48,-2.89,0.06,0.37,-0.91,0.60,3.20,-0.87,-0.55,1.85,0.06,-2.08,0.43,1.08,-0.51,-0.54,0.35,EX_PEAK
0.55,1.08,-1.20,0.22,1.52,-2.65,-0.13,0.28,-0.40,-0.16,1.65,-0.69,0.24,1.97,-0.41,-0.27,1.60,-0.13,-1.67,1.69,0.59,-1.63,0.47,1.01,EX_PEAK
-0.24,0.30,-1.61,-0.17,1.93,-2.72,-0.08,-0.20,-0.18,-0.05,1.55,-0.28,0.30,2.55,-0.31,-1.39,1.96,0.27,-1.76,0.62,0.86,-1.07,0.32,0.36,EX_PEAK
-0.14,-0.14,-3.61,0.26,-0.04,-2.27,0.86,0.13,-1.06,0.32,0.69,-0.48,-0.22,2.23,-0.42,-1.61,1.95,-0.01,-2.70,0.87,1.02,-1.52,-0.02,1.25,EX_PEAK
-0.48,-1.38,-1.99,-0.80,-0.65,-1.57,-0.86,0.74,0.59,-1.55,2.09,-1.26,1.82,2.98,-0.90,1.27,1.29,-0.76,-1.00,1.86,-0.20,-1.14,0.64,0.25,EX_PEAK
-1.55,-0.36,1.50,-1.05,-0.68,1.06,-1.39,-1.49,0.95,-2.31,-3.58,1.06,-3.22,-6.76,-1.15,-1.48,-5.08,-1.79,0.74,-1.45,-2.82,1.26,-0.74,-1.67,EX_TROU
-1.34,-0.60,1.60,-0.96,-0.66,0.85,-0.74,-1.13,0.52,0.28,-0.90,-0.01,-0.19,-0.91,0.22,0.42,-1.13,0.65,0.91,-2.20,-0.10,1.32,-0.95,-2.19,EX_TROU
-2.71,-2.29,1.73,-0.89,-1.14,0.38,-0.19,-1.34,-0.62,0.33,-1.61,-0.85,1.48,-3.29,-2.45,0.03,-1.92,-0.84,-0.19,-0.17,-1.87,-0.08,0.77,-2.33,EX_TROU
-0.46,-1.20,0.79,-0.46,-0.97,0.25,0.24,-0.80,0.03,0.71,0.09,1.05,0.71,-2.19,-0.65,1.00,-1.28,-1.82,0.10,-0.32,-2.25,-1.09,2.48,-2.89,EX_TROU
-0.51,-0.54,0.35,-1.18,-2.41,2.32,-0.05,-0.43,0.12,0.24,-1.05,-0.28,1.20,-1.84,-1.40,0.46,-2.26,-2.62,-0.21,-2.72,-3.79,-1.86,0.34,-1.37,EX_TROU
-1.52,-0.81,0.87,0.29,-1.36,0.27,-0.02,-0.62,-0.23,0.96,-0.70,0.14,-1.08,-2.22,-1.20,0.10,-0.92,-1.28,0.67,-1.60,-2.25,0.32,-0.94,-1.65,EX_TROU
-0.48,-1.03,0.54,-0.74,-1.64,-0.40,-1.52,-1.13,-0.31,-0.73,-2.37,-0.55,-0.27,-2.77,-0.93,0.52,-0.76,-1.79,-0.14,-0.14,-3.61,0.26,-0.04,-2.27,EX_TROU
-1.17,-0.76,0.99,-1.08,-0.68,0.71,-0.11,-1.09,-0.09,-0.36,-2.94,-1.25,0.02,-3.51,-0.69,-0.48,-1.38,-1.99,-0.80,-0.65,-1.57,-0.86,0.74,0.59,EX_TROU
0.50,-2.10,-0.13,0.23,-0.68,0.86,-0.14,0.15,1.24,0.58,-0.81,2.16,-1.96,1.82,1.05,-1.00,1.26,1.07,0.90,1.71,-0.42,0.90,1.16,-0.72,EX_PEAK
0.15,-0.67,0.86,0.91,0.14,1.83,1.46,1.19,2.01,-1.18,0.18,2.15,-1.08,1.67,0.69,0.78,2.46,1.40,1.69,1.74,-0.42,1.36,1.36,-0.91,EX_PEAK
-0.77,1.47,0.38,-0.05,1.78,0.36,-0.37,1.48,0.43,-0.10,1.00,-0.63,0.19,2.17,-2.78,0.96,0.36,-0.76,2.03,0.09,-2.13,0.97,-0.59,-0.77,EX_PEAK
-0.45,0.67,2.98,-0.59,-0.14,1.78,0.22,0.49,0.62,-0.45,0.48,0.34,-0.17,1.87,0.26,0.06,1.05,-0.51,-0.53,1.95,-1.29,0.47,0.73,-1.88,EX_PEAK
-0.19,-0.29,2.02,0.17,0.10,2.48,-1.33,1.35,1.28,-0.29,1.40,1.22,0.65,1.88,0.02,0.49,1.53,0.03,0.45,1.61,-0.91,1.01,0.99,-1.29,EX_PEAK
0.71,-0.34,0.48,0.90,-0.10,0.39,0.24,1.20,1.64,0.63,-0.45,0.31,-0.39,2.29,-0.10,0.73,0.42,0.39,0.54,1.74,-0.48,0.86,0.78,-1.06,EX_PEAK
-0.37,-0.65,1.67,0.79,0.92,3.74,-1.51,1.23,1.96,1.07,0.98,0.42,0.48,1.99,-0.11,-0.18,1.35,-0.10,-0.37,1.13,-0.83,1.24,0.52,-0.47,EX_PEAK
-0.21,-1.14,1.56,1.60,-1.03,0.09,2.45,1.64,1.30,1.31,0.78,0.46,-0.88,2.71,-0.07,0.23,1.71,-1.09,0.97,1.23,-2.32,0.16,0.46,-0.83,EX_PEAK
-0.37,-1.07,1.62,0.18,-0.83,0.92,-1.42,0.19,3.45,-0.25,2.51,0.29,-0.03,1.91,0.01,0.46,1.46,-0.92,-0.20,1.23,-1.29,0.86,0.92,-2.17,EX_PEAK
0.06,-1.02,0.72,-0.62,-0.63,1.45,0.51,-1.04,-0.72,-0.16,1.87,1.35,-0.07,2.29,0.34,-0.35,1.78,-0.48,0.12,1.08,-0.33,-0.61,1.09,-1.94,EX_PEAK
1.11,1.22,-1.68,1.31,0.62,-1.29,2.26,-1.37,-1.11,1.40,-1.07,-1.10,1.76,-1.61,0.15,0.74,-2.82,0.68,0.15,-0.67,0.86,0.91,0.14,1.83,EX_TROU
1.36,1.36,-0.91,1.25,1.64,-1.93,1.38,0.07,-1.10,4.22,-1.51,-1.43,2.63,-2.23,-1.10,1.99,-0.37,0.28,-0.02,-0.88,0.90,-0.05,-0.53,1.45,EX_TROU
0.19,2.17,-2.78,0.96,0.36,-0.76,2.03,0.09,-2.13,0.97,-0.59,-0.77,-1.15,-0.93,0.03,0.09,0.52,0.72,0.15,-1.59,1.02,-0.55,0.39,1.65,EX_TROU
0.47,0.73,-1.88,0.97,0.79,-1.10,1.76,-0.19,-1.39,-0.21,-0.92,-0.47,-1.50,-1.83,0.12,-1.66,-1.18,0.41,0.08,-1.33,0.35,-0.19,-0.29,2.02,EX_TROU
2.86,-0.30,-3.24,-0.83,-0.64,-0.42,-0.34,-0.90,-0.82,0.94,0.42,0.15,-0.13,-1.46,0.82,1.22,-1.62,0.61,0.71,-0.34,0.48,0.90,-0.10,0.39,EX_TROU
0.86,0.78,-1.06,1.45,0.38,-1.65,-1.48,0.28,-0.26,3.26,-1.18,-1.31,1.78,-3.98,0.07,0.07,-1.40,0.38,0.25,-0.81,0.84,-0.37,-0.65,1.67,EX_TROU
0.95,0.76,-1.21,1.92,0.20,-2.14,2.86,-0.57,-2.18,2.97,-1.30,-1.09,-0.19,-0.56,0.07,-1.78,-1.39,0.60,0.01,-1.42,2.44,-0.21,-1.14,1.56,EX_TROU
0.16,0.46,-0.83,3.93,-0.25,-3.90,4.13,-1.03,-2.38,-0.80,-1.93,0.35,0.09,-1.85,0.67,-0.37,-1.07,1.62,0.18,-0.83,0.92,-1.42,0.19,3.45,EX_TROU
0.20,0.28,-1.06,2.05,0.05,-1.91,2.60,0.55,-0.92,1.29,-0.73,-0.54,0.53,-0.47,0.09,0.64,-2.50,1.14,0.06,-1.02,0.72,-0.62,-0.63,1.45,EX_TROU
-0.11,0.02,0.03,0.16,0.02,-0.10,-0.04,-0.01,-0.16,0.04,-0.20,-0.33,-0.01,-0.69,-0.29,-0.08,-1.62,-0.30,0.61,-4.09,-0.58,2.13,1.98,-0.65,NOT_EX
-0.01,-0.69,-0.29,-0.08,-1.62,-0.30,0.61,-4.09,-0.58,2.13,1.98,-0.65,-0.28,2.42,0.83,0.48,2.18,1.24,0.26,1.04,0.97,-0.28,0.65,0.09,NOT_EX
-0.28,2.42,0.83,0.48,2.18,1.24,0.26,1.04,0.97,-0.28,0.65,0.09,0.19,-3.33,-0.95,-1.03,0.14,-0.78,0.53,0.07,-0.30,-0.11,-0.29,-0.10,NOT_EX
0.19,-3.33,-0.95,-1.03,0.14,-0.78,0.53,0.07,-0.30,-0.11,-0.29,-0.10,-0.20,-0.52,-0.30,-0.01,-1.14,-0.38,-0.27,-3.14,-0.55,-0.43,-4.22,-2.10,NOT_EX
-0.20,-0.52,-0.30,-0.01,-1.14,-0.38,-0.27,-3.14,-0.55,-0.43,-4.22,-2.10,3.62,4.51,1.11,-0.42,3.62,1.75,0.06,1.38,1.81,-0.39,0.19,0.01,NOT_EX
3.62,4.51,1.11,-0.42,3.62,1.75,0.06,1.38,1.81,-0.39,0.19,0.01,-0.65,1.04,0.80,-0.54,-0.03,0.22,0.76,0.11,-0.37,0.05,-0.01,-0.31,NOT_EX
-0.65,1.04,0.80,-0.54,-0.03,0.22,0.76,0.11,-0.37,0.05,-0.01,-0.31,0.03,-0.01,-0.46,-0.05,-0.66,-0.55,0.13,-3.55,-0.94,1.60,-1.60,-1.39,NOT_EX
