% Data generated on Wed Nov 18 22:18:12 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
0.91,-2.68,0.47,0.60,-3.26,2.38,0.25,-1.65,0.75,1.00,0.51,0.29,3.18,-0.02,1.41,-0.15,-0.01,-0.34,0.23,0.04,-0.23,NOT_EX
3.18,-0.02,1.41,-0.15,-0.01,-0.34,0.23,0.04,-0.23,0.18,0.39,-0.56,-0.34,2.81,-0.56,2.96,6.32,0.51,0.94,-3.43,-0.77,NOT_EX
0.18,0.39,-0.56,-0.34,2.81,-0.56,2.96,6.32,0.51,0.94,-3.43,-0.77,0.46,-4.00,1.94,1.26,-0.77,-0.07,2.59,3.97,1.11,NOT_EX
0.46,-4.00,1.94,1.26,-0.77,-0.07,2.59,3.97,1.11,-0.03,0.61,-0.48,0.13,0.01,-0.22,0.03,0.06,-0.31,-0.11,0.90,-0.17,NOT_EX
-0.03,0.61,-0.48,0.13,0.01,-0.22,0.03,0.06,-0.31,-0.11,0.90,-0.17,0.28,4.50,0.13,2.70,-2.06,-1.40,3.50,-2.88,0.55,NOT_EX
0.28,4.50,0.13,2.70,-2.06,-1.40,3.50,-2.88,0.55,1.32,-2.22,0.21,1.85,0.58,-0.21,-3.39,1.14,0.44,0.48,-0.29,0.03,NOT_EX
1.32,-2.22,0.21,1.85,0.58,-0.21,-3.39,1.14,0.44,0.48,-0.29,0.03,0.16,-0.11,-0.45,0.25,0.01,-0.18,0.24,1.02,-0.93,NOT_EX
0.16,-0.11,-0.45,0.25,0.01,-0.18,0.24,1.02,-0.93,0.08,1.48,-2.13,2.02,-0.48,-1.95,1.72,-0.59,-3.34,1.38,-0.89,-2.07,NOT_EX
0.08,1.48,-2.13,2.02,-0.48,-1.95,1.72,-0.59,-3.34,1.38,-0.89,-2.07,-1.61,-0.06,-0.18,0.71,-0.07,0.21,0.18,0.00,-0.03,NOT_EX
-1.61,-0.06,-0.18,0.71,-0.07,0.21,0.18,0.00,-0.03,0.22,-0.01,-0.02,-0.13,-0.04,-0.55,-0.10,2.36,-0.37,0.21,6.05,-1.83,NOT_EX
0.22,-0.01,-0.02,-0.13,-0.04,-0.55,-0.10,2.36,-0.37,0.21,6.05,-1.83,0.97,-4.03,-0.28,-0.43,-3.99,2.67,2.19,-1.05,1.41,NOT_EX
0.97,-4.03,-0.28,-0.43,-3.99,2.67,2.19,-1.05,1.41,-0.36,2.13,-0.99,0.05,0.21,-0.09,-0.10,-0.14,-0.52,0.05,0.41,-0.48,NOT_EX
-0.36,2.13,-0.99,0.05,0.21,-0.09,-0.10,-0.14,-0.52,0.05,0.41,-0.48,-0.53,3.28,-0.63,-0.33,1.06,-2.86,-1.22,-3.85,1.81,NOT_EX
-0.53,3.28,-0.63,-0.33,1.06,-2.86,-1.22,-3.85,1.81,-0.63,-4.29,3.00,4.07,-0.79,0.38,1.31,0.23,-0.63,-0.01,0.61,1.73,NOT_EX
-0.63,-4.29,3.00,4.07,-0.79,0.38,1.31,0.23,-0.63,-0.01,0.61,1.73,0.02,-0.21,-0.61,0.06,0.14,-0.38,-0.27,2.09,-0.49,NOT_EX
0.02,-0.21,-0.61,0.06,0.14,-0.38,-0.27,2.09,-0.49,0.70,7.16,-1.22,0.42,-3.28,-0.28,1.16,-3.99,2.41,0.74,-2.36,0.63,NOT_EX
0.70,7.16,-1.22,0.42,-3.28,-0.28,1.16,-3.99,2.41,0.74,-2.36,0.63,0.43,0.98,-0.44,4.79,-1.05,1.11,-0.34,-0.12,-0.52,NOT_EX
0.43,0.98,-0.44,4.79,-1.05,1.11,-0.34,-0.12,-0.52,0.02,-0.06,-0.47,0.01,0.63,-0.29,-0.98,3.52,-0.86,0.19,1.89,-3.39,NOT_EX
0.02,-0.06,-0.47,0.01,0.63,-0.29,-0.98,3.52,-0.86,0.19,1.89,-3.39,2.01,-3.86,1.46,1.06,-2.83,1.47,1.68,0.83,-0.01,NOT_EX
2.01,-3.86,1.46,1.06,-2.83,1.47,1.68,0.83,-0.01,2.84,1.74,-2.02,-0.96,-0.23,0.20,0.11,-0.13,-0.15,0.11,0.02,0.01,NOT_EX
2.84,1.74,-2.02,-0.96,-0.23,0.20,0.11,-0.13,-0.15,0.11,0.02,0.01,0.34,0.07,-0.04,0.47,0.06,-0.11,0.68,0.05,-1.12,NOT_EX
0.34,0.07,-0.04,0.47,0.06,-0.11,0.68,0.05,-1.12,1.57,0.24,-2.38,2.35,0.21,-3.02,6.33,-2.51,-3.60,1.29,-1.06,-0.56,NOT_EX
1.57,0.24,-2.38,2.35,0.21,-3.02,6.33,-2.51,-3.60,1.29,-1.06,-0.56,0.96,-1.38,-0.89,1.62,1.68,0.24,0.39,-0.06,-1.09,NOT_EX
1.29,-1.06,-0.56,0.96,-1.38,-0.89,1.62,1.68,0.24,0.39,-0.06,-1.09,0.23,-0.04,0.21,0.44,0.01,0.14,0.17,-0.07,-0.42,NOT_EX
0.23,-0.04,0.21,0.44,0.01,0.14,0.17,-0.07,-0.42,-0.23,0.18,-0.55,-0.24,1.36,-0.41,1.16,6.73,0.10,0.37,-2.26,-0.51,NOT_EX
-0.24,1.36,-0.41,1.16,6.73,0.10,0.37,-2.26,-0.51,0.39,-4.16,-0.43,-1.14,-1.73,1.20,1.71,0.92,0.82,1.24,-0.42,2.95,NOT_EX
0.39,-4.16,-0.43,-1.14,-1.73,1.20,1.71,0.92,0.82,1.24,-0.42,2.95,-0.26,0.01,-0.17,-0.19,-0.09,-0.61,-0.16,0.67,-0.57,NOT_EX
1.24,-0.42,2.95,-0.26,0.01,-0.17,-0.19,-0.09,-0.61,-0.16,0.67,-0.57,-0.60,2.18,-0.54,-2.11,3.44,-4.42,0.03,-3.91,1.81,NOT_EX
-0.60,2.18,-0.54,-2.11,3.44,-4.42,0.03,-3.91,1.81,-0.45,-2.99,2.71,2.33,-0.72,1.62,0.51,2.76,-1.03,-0.05,-0.04,-0.04,NOT_EX
2.33,-0.72,1.62,0.51,2.76,-1.03,-0.05,-0.04,-0.04,0.01,-0.07,-0.30,-0.14,0.34,-0.52,-0.34,1.70,-0.32,0.03,5.03,0.12,NOT_EX
0.01,-0.07,-0.30,-0.14,0.34,-0.52,-0.34,1.70,-0.32,0.03,5.03,0.12,0.20,6.09,0.05,1.95,-4.38,1.82,-0.07,-3.34,0.62,NOT_EX
0.03,5.03,0.12,0.20,6.09,0.05,1.95,-4.38,1.82,-0.07,-3.34,0.62,1.59,0.17,1.97,3.91,-0.18,-0.55,-0.08,-0.06,-0.13,NOT_EX
1.59,0.17,1.97,3.91,-0.18,-0.55,-0.08,-0.06,-0.13,0.08,0.10,-0.34,0.26,0.40,-0.35,0.04,2.10,-0.25,0.23,6.27,-0.82,NOT_EX
0.26,0.40,-0.35,0.04,2.10,-0.25,0.23,6.27,-0.82,2.74,-2.85,-1.63,1.38,-4.27,1.11,0.75,-0.41,1.59,1.31,1.56,-0.91,NOT_EX
2.74,-2.85,-1.63,1.38,-4.27,1.11,0.75,-0.41,1.59,1.31,1.56,-0.91,2.15,-2.03,-1.28,-0.07,0.07,0.34,0.28,-0.00,-0.07,NOT_EX
2.15,-2.03,-1.28,-0.07,0.07,0.34,0.28,-0.00,-0.07,0.19,-0.02,-0.13,0.28,0.04,0.10,0.43,0.02,-0.03,0.35,0.19,-0.35,NOT_EX
0.19,-0.02,-0.13,0.28,0.04,0.10,0.43,0.02,-0.03,0.35,0.19,-0.35,1.55,0.06,-2.79,6.56,-4.92,-5.92,2.31,-1.87,-4.25,NOT_EX
0.35,0.19,-0.35,1.55,0.06,-2.79,6.56,-4.92,-5.92,2.31,-1.87,-4.25,0.36,-0.47,-3.37,2.16,2.05,2.18,1.27,0.01,0.65,NOT_EX
0.36,-0.47,-3.37,2.16,2.05,2.18,1.27,0.01,0.65,0.74,-0.04,0.49,0.12,-0.19,-0.30,-0.36,-0.09,-0.64,-0.27,0.67,-1.19,NOT_EX
0.74,-0.04,0.49,0.12,-0.19,-0.30,-0.36,-0.09,-0.64,-0.27,0.67,-1.19,-0.35,3.19,-0.99,1.23,-3.73,-1.64,0.47,-3.67,1.68,NOT_EX
-0.35,3.19,-0.99,1.23,-3.73,-1.64,0.47,-3.67,1.68,0.17,-3.05,3.32,0.97,0.44,0.36,-5.19,1.05,-2.01,0.87,-0.50,-0.06,NOT_EX
0.97,0.44,0.36,-5.19,1.05,-2.01,0.87,-0.50,-0.06,-0.06,-0.15,-0.43,-0.05,0.78,-0.56,-0.64,4.14,-0.30,-2.67,-1.54,-2.47,NOT_EX
-0.06,-0.15,-0.43,-0.05,0.78,-0.56,-0.64,4.14,-0.30,-2.67,-1.54,-2.47,-0.71,-4.74,1.47,-0.65,-2.69,3.98,1.47,-0.55,-1.04,NOT_EX
0.96,-0.68,-2.23,0.39,0.29,-1.73,0.09,1.76,-1.40,0.54,3.56,-0.65,-0.59,2.86,-0.18,-1.88,0.52,1.08,-1.50,-0.01,1.20,EX_PEAK
-1.32,-0.53,-1.36,-0.59,-0.13,-1.34,-0.46,1.83,-2.17,0.49,1.47,-0.59,-0.55,1.82,-0.22,-2.12,1.96,0.94,-1.96,0.12,1.62,EX_PEAK
0.26,0.70,-2.05,1.73,0.10,-1.59,0.59,1.45,-0.64,-0.45,2.30,-0.27,-2.24,1.25,0.95,-1.39,-0.01,1.21,-1.26,-0.30,0.99,EX_PEAK
1.00,-1.28,-1.82,-0.59,0.80,-2.07,-0.78,2.85,-2.90,1.21,2.65,-0.51,-1.05,2.20,0.30,-2.28,1.67,0.84,-0.45,-0.52,0.32,EX_PEAK
0.21,1.39,-3.38,-0.13,0.28,-0.40,0.62,1.67,-0.51,0.26,1.57,-0.44,-0.99,1.68,-0.10,-2.56,1.69,0.59,-1.16,0.50,0.45,EX_PEAK
0.24,2.40,-2.47,0.04,0.01,-0.15,-0.50,1.56,-0.44,-0.27,1.93,-0.37,-2.61,1.38,0.84,-1.21,0.37,0.45,-0.41,-0.30,0.32,EX_PEAK
2.00,-0.13,-2.73,-1.42,0.40,-2.00,-0.40,0.06,-0.62,-0.12,1.67,-0.67,-1.01,2.33,0.08,-2.20,1.81,1.00,-1.52,-0.02,1.25,EX_PEAK
0.52,-1.58,-2.05,1.72,-1.03,-1.78,-0.86,0.74,0.59,1.17,2.26,-0.12,1.94,3.06,-0.91,0.79,1.55,-0.88,-1.03,0.80,0.27,EX_PEAK
-1.21,-0.45,1.44,-0.92,-1.36,0.78,-2.00,-3.34,0.78,-2.49,-7.10,-2.18,-1.68,-4.85,-1.27,2.68,-1.48,-2.26,0.96,-0.68,-2.23,EX_TROU
-0.79,-0.80,1.30,-0.47,-0.83,0.60,-1.12,-1.28,0.22,-1.25,-0.57,0.80,-1.44,-0.55,1.40,1.42,-2.11,-0.29,-1.32,-0.53,-1.36,EX_TROU
-1.44,-1.18,0.93,-2.38,-2.10,1.46,0.45,-1.39,-0.86,1.75,-2.32,-2.24,0.03,-1.92,-0.84,-0.19,-0.17,-1.87,0.26,0.70,-2.05,EX_TROU
-0.95,-0.78,0.70,-0.29,-1.58,-0.56,0.77,0.03,1.10,0.95,-3.14,-0.57,1.00,-1.28,-1.82,-0.59,0.80,-2.07,-0.78,2.85,-2.90,EX_TROU
-1.18,-2.41,2.32,-0.07,-0.69,0.05,-0.17,-2.51,-0.91,-2.85,-0.51,-0.46,2.76,-2.61,-1.66,1.98,-0.40,-1.73,-0.84,1.98,-1.82,EX_TROU
-1.67,-0.46,1.01,0.18,-1.76,0.22,-1.15,-2.15,-0.18,-2.46,-0.37,1.65,-1.05,-2.41,-1.14,0.09,-1.80,-0.02,0.58,-0.92,-1.40,EX_TROU
1.52,-0.88,-0.95,1.69,-0.27,0.00,0.57,-0.42,-0.54,-0.27,-2.77,-0.93,0.52,-0.76,-1.79,2.00,-0.13,-2.73,-1.42,0.40,-2.00,EX_TROU
-0.74,-0.75,0.65,-0.60,-1.10,0.49,0.04,-1.15,-0.04,0.85,0.57,0.28,0.52,-1.58,-2.05,1.72,-1.03,-1.78,-0.86,0.74,0.59,EX_TROU
0.17,-1.65,1.20,-0.41,-0.70,2.50,-1.62,0.78,2.13,-2.26,1.81,1.29,-1.00,1.26,1.07,0.89,1.82,-0.73,0.74,1.15,-0.70,EX_PEAK
1.07,-0.63,0.72,0.00,1.13,1.78,-0.42,0.46,0.38,-0.81,1.04,-0.03,1.15,2.07,0.21,1.36,1.36,-0.91,1.42,0.96,-1.81,EX_PEAK
1.27,1.55,0.65,0.03,1.57,0.03,-0.45,1.31,-0.04,0.18,1.51,-1.75,0.96,0.36,-0.76,2.05,0.08,-2.22,0.31,-2.30,-0.27,EX_PEAK
-0.36,-0.00,1.82,-1.07,1.61,1.70,0.71,2.13,1.24,0.15,0.83,-0.26,0.44,0.81,0.14,0.66,1.03,-0.44,0.90,0.54,-1.05,EX_PEAK
-0.43,0.32,2.26,-0.85,1.41,1.92,-0.29,1.40,1.22,0.51,2.08,0.00,0.25,1.40,-0.61,0.75,1.03,-1.13,1.32,0.63,-1.97,EX_PEAK
-0.28,-0.14,2.08,0.65,1.50,2.11,-0.80,0.87,1.59,-1.31,2.31,0.62,0.53,0.64,0.43,0.82,1.78,-0.65,1.56,0.44,-2.09,EX_PEAK
1.04,0.86,3.56,-0.25,0.51,0.74,1.06,2.47,0.44,0.22,1.24,0.07,-0.40,1.06,-0.60,1.24,0.52,-0.47,0.95,0.81,-1.23,EX_PEAK
1.60,-1.03,0.09,1.87,1.73,1.30,0.20,2.75,0.88,-1.05,2.04,-0.31,1.33,0.45,-1.07,0.22,0.30,-0.70,3.93,-0.25,-3.90,EX_PEAK
-0.45,-0.80,1.43,1.24,0.44,0.85,0.82,2.42,0.53,-0.03,1.91,0.01,0.46,1.46,-0.92,-0.71,1.16,-1.07,0.25,-0.28,0.10,EX_PEAK
-0.52,-0.49,1.41,-0.30,0.66,3.48,1.27,2.80,2.03,1.69,0.61,0.06,-0.12,1.99,-0.73,0.29,0.92,-0.39,-0.61,1.09,-1.94,EX_PEAK
1.19,0.94,-1.50,1.54,-0.51,-2.16,1.35,-1.51,-0.59,0.65,-4.43,0.60,0.74,-2.82,0.68,-0.01,-0.72,1.03,1.07,-0.63,0.72,EX_TROU
1.42,0.96,-1.81,1.48,0.03,-1.08,-0.44,-1.52,-0.92,0.84,-4.81,0.85,1.20,-3.22,0.52,-0.15,-0.56,1.06,-0.37,-0.40,2.41,EX_TROU
0.96,0.36,-0.76,2.05,0.08,-2.22,0.31,-2.30,-0.27,2.49,-1.22,-0.97,1.12,-3.74,1.08,-0.24,-1.01,1.10,-0.77,0.30,3.26,EX_TROU
0.90,0.54,-1.05,1.76,-0.19,-1.39,-0.54,-1.28,-0.68,1.11,-4.22,-0.41,0.59,-2.03,0.42,0.00,-1.17,1.42,-0.43,0.32,2.26,EX_TROU
6.07,-1.22,-2.69,0.69,-0.47,-0.48,0.94,0.42,0.15,-0.13,0.14,0.22,-0.33,-0.05,0.69,-0.28,-0.14,2.08,0.65,1.50,2.11,EX_TROU
1.56,0.44,-2.09,5.03,-0.61,-2.18,-0.53,-0.72,-0.07,0.27,-4.68,0.03,-0.12,-1.36,0.44,0.25,-0.81,0.84,0.50,-0.82,2.48,EX_TROU
0.95,0.81,-1.23,1.95,0.07,-2.18,1.71,-1.24,-1.00,-0.42,-0.69,-0.44,1.43,-0.94,0.76,-0.04,-1.34,2.52,-0.21,-1.14,1.56,EX_TROU
0.22,0.30,-0.70,3.93,-0.25,-3.90,-0.48,-0.36,-0.54,-0.61,-2.59,0.52,0.29,-0.55,0.33,-0.45,-0.80,1.43,1.24,0.44,0.85,EX_TROU
1.95,-0.70,-1.70,2.50,-0.74,-0.43,0.83,-0.52,0.03,0.58,-1.20,0.49,-0.52,-0.49,1.41,-0.30,0.66,3.48,1.27,2.80,2.03,EX_TROU
0.13,0.04,0.07,-0.03,-0.03,-0.12,0.05,-0.19,-0.32,-0.01,-0.69,-0.29,0.02,-2.16,-0.37,0.67,-4.02,-0.60,1.65,1.50,-0.61,NOT_EX
-0.01,-0.69,-0.29,0.02,-2.16,-0.37,0.67,-4.02,-0.60,1.65,1.50,-0.61,0.37,2.48,1.49,0.17,1.10,1.09,-0.28,0.65,0.09,NOT_EX
0.37,2.48,1.49,0.17,1.10,1.09,-0.28,0.65,0.09,0.19,-3.33,-0.95,0.38,0.25,-0.28,0.41,0.05,-0.29,-0.27,-0.35,-0.12,NOT_EX
0.38,0.25,-0.28,0.41,0.05,-0.29,-0.27,-0.35,-0.12,-0.18,-0.54,-0.26,-0.27,-3.00,-0.51,-0.67,-5.62,-1.01,3.62,4.51,1.11,NOT_EX
-0.18,-0.54,-0.26,-0.27,-3.00,-0.51,-0.67,-5.62,-1.01,3.62,4.51,1.11,-0.17,3.36,1.54,-0.81,-0.71,1.42,-0.11,0.19,-0.11,NOT_EX
3.62,4.51,1.11,-0.17,3.36,1.54,-0.81,-0.71,1.42,-0.11,0.19,-0.11,-1.01,0.09,0.03,0.55,-0.01,-0.50,0.16,0.05,-0.28,NOT_EX
-1.01,0.09,0.03,0.55,-0.01,-0.50,0.16,0.05,-0.28,0.03,-0.01,-0.46,-0.05,-0.66,-0.55,0.04,-4.00,-1.14,2.99,1.65,0.81,NOT_EX
0.03,-0.01,-0.46,-0.05,-0.66,-0.55,0.04,-4.00,-1.14,2.99,1.65,0.81,-0.19,3.87,0.91,-0.21,1.72,1.71,0.62,0.72,-0.09,NOT_EX
-0.19,3.87,0.91,-0.21,1.72,1.71,0.62,0.72,-0.09,0.42,-4.36,-4.13,-0.31,-0.34,0.13,-0.12,0.01,-0.23,-0.16,-0.17,-0.32,NOT_EX
0.42,-4.36,-4.13,-0.31,-0.34,0.13,-0.12,0.01,-0.23,-0.16,-0.17,-0.32,-0.37,-0.24,-0.30,-0.46,-1.60,-0.45,-0.07,-5.29,-1.86,NOT_EX
-0.37,-0.24,-0.30,-0.46,-1.60,-0.45,-0.07,-5.29,-1.86,0.99,2.93,-0.47,-0.36,3.26,0.87,-0.06,1.27,1.23,1.05,0.20,-0.09,NOT_EX
0.99,2.93,-0.47,-0.36,3.26,0.87,-0.06,1.27,1.23,1.05,0.20,-0.09,1.16,-1.22,-0.73,0.05,0.10,-0.33,0.42,0.17,-0.47,NOT_EX
1.16,-1.22,-0.73,0.05,0.10,-0.33,0.42,0.17,-0.47,0.33,0.10,-0.32,0.08,-0.47,-0.22,0.42,-3.39,-0.89,-0.36,1.06,-0.14,NOT_EX
0.08,-0.47,-0.22,0.42,-3.39,-0.89,-0.36,1.06,-0.14,0.73,2.65,1.77,-0.63,1.65,1.40,-2.77,0.33,0.05,0.49,0.02,-0.58,NOT_EX
0.73,2.65,1.77,-0.63,1.65,1.40,-2.77,0.33,0.05,0.49,0.02,-0.58,0.53,-0.23,1.77,-0.04,-0.13,-0.02,-0.59,-0.15,0.19,NOT_EX
0.53,-0.23,1.77,-0.04,-0.13,-0.02,-0.59,-0.15,0.19,-0.83,-0.20,0.29,0.03,-0.05,0.01,-0.33,0.08,-0.41,-0.54,0.54,-0.78,NOT_EX
-0.83,-0.20,0.29,0.03,-0.05,0.01,-0.33,0.08,-0.41,-0.54,0.54,-0.78,-1.50,0.59,-1.35,-3.12,1.45,-2.43,-2.35,2.82,-2.49,NOT_EX
-0.54,0.54,-0.78,-1.50,0.59,-1.35,-3.12,1.45,-2.43,-2.35,2.82,-2.49,-2.35,2.40,-3.41,-0.96,1.11,-1.43,-1.00,0.63,-0.95,NOT_EX
-2.35,2.40,-3.41,-0.96,1.11,-1.43,-1.00,0.63,-0.95,0.52,-0.06,-0.06,-0.12,-0.10,-1.02,0.54,0.14,-0.27,0.09,0.08,-0.16,NOT_EX
-0.12,-0.10,-1.02,0.54,0.14,-0.27,0.09,0.08,-0.16,-0.07,0.05,-0.15,-0.09,-0.78,-0.23,0.25,-3.30,-0.51,-3.44,-0.67,-0.11,NOT_EX
-0.07,0.05,-0.15,-0.09,-0.78,-0.23,0.25,-3.30,-0.51,-3.44,-0.67,-0.11,-1.95,2.43,1.42,-0.28,1.94,0.92,-0.93,0.64,0.98,NOT_EX
-1.95,2.43,1.42,-0.28,1.94,0.92,-0.93,0.64,0.98,0.21,-0.11,-0.26,-0.34,-0.96,-0.40,-0.83,-0.41,0.02,0.17,-0.07,-0.49,NOT_EX
0.21,-0.11,-0.26,-0.34,-0.96,-0.40,-0.83,-0.41,0.02,0.17,-0.07,-0.49,0.13,-0.05,-0.53,-0.18,-0.95,-0.34,-0.88,-3.88,-0.75,NOT_EX
0.17,-0.07,-0.49,0.13,-0.05,-0.53,-0.18,-0.95,-0.34,-0.88,-3.88,-0.75,2.32,1.00,-0.27,1.95,2.69,1.91,0.73,1.83,1.84,NOT_EX
2.32,1.00,-0.27,1.95,2.69,1.91,0.73,1.83,1.84,-0.39,1.27,0.44,1.33,0.89,-1.84,0.39,0.19,-0.19,0.16,-0.01,-0.46,NOT_EX
-0.39,1.27,0.44,1.33,0.89,-1.84,0.39,0.19,-0.19,0.16,-0.01,-0.46,0.05,-0.11,-0.50,-0.17,-0.27,-0.43,-0.13,-1.29,-0.32,NOT_EX
0.05,-0.11,-0.50,-0.17,-0.27,-0.43,-0.13,-1.29,-0.32,0.26,-4.64,-1.89,2.05,2.26,1.38,-0.94,2.97,1.07,-0.47,1.11,0.58,NOT_EX
2.05,2.26,1.38,-0.94,2.97,1.07,-0.47,1.11,0.58,-0.13,0.14,-0.62,1.73,-0.55,-0.87,0.06,-0.01,-0.21,-0.01,-0.04,-0.34,NOT_EX
-0.13,0.14,-0.62,1.73,-0.55,-0.87,0.06,-0.01,-0.21,-0.01,-0.04,-0.34,-0.29,-0.22,-0.50,-0.16,-1.43,-0.18,1.51,-5.66,-2.67,NOT_EX
-0.29,-0.22,-0.50,-0.16,-1.43,-0.18,1.51,-5.66,-2.67,0.50,3.01,0.20,-0.63,3.15,1.76,-1.06,1.89,2.00,0.07,0.32,-0.29,NOT_EX
0.50,3.01,0.20,-0.63,3.15,1.76,-1.06,1.89,2.00,0.07,0.32,-0.29,-0.92,-0.30,1.91,0.07,-0.11,-0.31,0.20,0.05,-0.18,NOT_EX
-0.92,-0.30,1.91,0.07,-0.11,-0.31,0.20,0.05,-0.18,-0.06,0.09,-0.28,0.00,-0.21,-0.31,-0.44,-2.39,-0.42,0.85,-0.27,-0.95,NOT_EX
-0.06,0.09,-0.28,0.00,-0.21,-0.31,-0.44,-2.39,-0.42,0.85,-0.27,-0.95,0.55,2.54,0.67,1.28,1.61,2.58,1.44,-1.48,3.01,NOT_EX
0.55,2.54,0.67,1.28,1.61,2.58,1.44,-1.48,3.01,2.93,-2.16,3.38,1.52,-3.06,2.01,0.25,2.65,-0.24,-0.55,-0.20,0.28,NOT_EX
2.93,-2.16,3.38,1.52,-3.06,2.01,0.25,2.65,-0.24,-0.55,-0.20,0.28,1.13,0.19,-0.18,0.27,-0.01,0.13,0.09,-0.00,-0.03,NOT_EX
1.13,0.19,-0.18,0.27,-0.01,0.13,0.09,-0.00,-0.03,0.61,-0.01,-0.13,0.48,-0.27,0.24,1.42,-1.72,5.36,1.65,-0.28,2.28,NOT_EX
0.61,-0.01,-0.13,0.48,-0.27,0.24,1.42,-1.72,5.36,1.65,-0.28,2.28,0.37,-0.70,1.11,-0.74,-0.05,-0.43,0.08,0.05,0.11,NOT_EX
0.37,-0.70,1.11,-0.74,-0.05,-0.43,0.08,0.05,0.11,-0.16,-0.08,0.15,-0.13,-0.06,0.17,0.03,-0.05,-0.07,0.86,0.14,-0.04,NOT_EX
-0.16,-0.08,0.15,-0.13,-0.06,0.17,0.03,-0.05,-0.07,0.86,0.14,-0.04,0.34,0.08,0.05,0.14,-0.09,-0.15,-0.08,-0.05,-0.10,NOT_EX
0.34,0.08,0.05,0.14,-0.09,-0.15,-0.08,-0.05,-0.10,0.00,-0.01,-0.03,0.09,0.04,-0.08,0.11,-0.01,-0.04,0.01,-0.03,0.00,NOT_EX
0.00,-0.01,-0.03,0.09,0.04,-0.08,0.11,-0.01,-0.04,0.01,-0.03,0.00,0.09,0.04,-0.07,-0.19,-0.04,-0.10,0.07,0.05,0.02,NOT_EX
0.09,0.04,-0.07,-0.19,-0.04,-0.10,0.07,0.05,0.02,0.03,0.01,-0.17,0.19,0.02,-0.18,0.21,0.01,-0.01,-0.09,0.05,-0.05,NOT_EX
0.03,0.01,-0.17,0.19,0.02,-0.18,0.21,0.01,-0.01,-0.09,0.05,-0.05,-0.32,-0.01,0.10,-0.36,-1.83,-0.24,0.57,-0.01,-0.66,NOT_EX
-0.32,-0.01,0.10,-0.36,-1.83,-0.24,0.57,-0.01,-0.66,-0.36,1.61,0.32,0.28,1.18,1.32,0.52,0.42,0.19,-1.01,-3.53,-0.71,NOT_EX
-0.36,1.61,0.32,0.28,1.18,1.32,0.52,0.42,0.19,-1.01,-3.53,-0.71,0.03,-0.29,-0.07,0.26,-0.02,-0.36,0.14,0.00,-0.25,NOT_EX
-1.01,-3.53,-0.71,0.03,-0.29,-0.07,0.26,-0.02,-0.36,0.14,0.00,-0.25,0.04,-0.17,-0.42,-0.39,-1.71,-0.05,-0.63,-4.31,-0.89,NOT_EX
0.04,-0.17,-0.42,-0.39,-1.71,-0.05,-0.63,-4.31,-0.89,0.97,3.29,-0.30,0.07,3.88,-0.20,-0.00,1.07,1.68,-0.08,0.59,-0.10,NOT_EX
0.07,3.88,-0.20,-0.00,1.07,1.68,-0.08,0.59,-0.10,1.00,0.16,0.14,2.05,0.63,-0.82,-0.04,-0.03,-0.10,-0.03,-0.16,-0.27,NOT_EX
1.00,0.16,0.14,2.05,0.63,-0.82,-0.04,-0.03,-0.10,-0.03,-0.16,-0.27,0.06,-0.59,-0.40,0.10,-3.41,-0.74,-0.77,-1.46,0.77,NOT_EX
0.06,-0.59,-0.40,0.10,-3.41,-0.74,-0.77,-1.46,0.77,2.28,3.48,0.42,0.06,2.13,1.97,-0.42,0.45,1.17,0.99,-0.58,-0.81,NOT_EX
2.28,3.48,0.42,0.06,2.13,1.97,-0.42,0.45,1.17,0.99,-0.58,-0.81,-0.05,-0.43,-0.58,-0.54,-0.21,0.32,-0.36,-0.07,-0.02,NOT_EX
-0.05,-0.43,-0.58,-0.54,-0.21,0.32,-0.36,-0.07,-0.02,-0.13,-0.11,-0.39,-0.40,-0.88,-0.32,-0.58,-5.09,-1.40,0.99,2.70,-1.20,NOT_EX
-0.13,-0.11,-0.39,-0.40,-0.88,-0.32,-0.58,-5.09,-1.40,0.99,2.70,-1.20,-0.98,3.41,1.36,-0.88,2.76,0.31,-1.66,0.95,0.68,NOT_EX
0.99,2.70,-1.20,-0.98,3.41,1.36,-0.88,2.76,0.31,-1.66,0.95,0.68,1.89,-3.21,-2.64,-0.12,-0.17,-0.37,-0.10,0.00,-0.13,NOT_EX
