% Data generated on Wed Nov 18 22:18:52 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE y9 NUMERIC
@ATTRIBUTE z9 NUMERIC
@ATTRIBUTE x10 NUMERIC
@ATTRIBUTE y10 NUMERIC
@ATTRIBUTE z10 NUMERIC
@ATTRIBUTE x11 NUMERIC
@ATTRIBUTE y11 NUMERIC
@ATTRIBUTE z11 NUMERIC
@ATTRIBUTE x12 NUMERIC
@ATTRIBUTE y12 NUMERIC
@ATTRIBUTE z12 NUMERIC
@ATTRIBUTE x13 NUMERIC
@ATTRIBUTE y13 NUMERIC
@ATTRIBUTE z13 NUMERIC
@ATTRIBUTE x14 NUMERIC
@ATTRIBUTE y14 NUMERIC
@ATTRIBUTE z14 NUMERIC
@ATTRIBUTE x15 NUMERIC
@ATTRIBUTE y15 NUMERIC
@ATTRIBUTE z15 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
0.60,-0.95,-2.83,0.76,0.18,-1.23,0.53,-0.09,-1.29,0.23,0.74,-1.76,0.28,1.30,-1.40,-0.04,4.11,-4.62,-0.17,0.95,0.46,-0.56,2.89,-0.69,-2.22,4.54,1.74,-4.53,2.80,1.60,-1.51,-0.46,1.73,-1.46,0.25,3.13,-2.12,-2.88,2.47,-1.20,-3.20,0.57,-0.23,-5.09,-1.31,EX_PEAK
-0.94,-1.72,-3.94,1.05,1.13,-2.49,-0.03,-0.12,-0.99,-0.15,-0.12,-0.94,0.27,2.35,-2.62,0.37,1.48,-2.59,-1.34,0.04,-0.25,0.39,2.96,-1.39,-1.12,5.14,-0.76,-3.38,0.89,1.87,-3.71,2.11,1.77,-4.08,-1.58,3.58,-2.04,-2.31,2.93,-2.29,-3.81,1.75,0.82,-3.94,-0.20,EX_PEAK
-0.61,0.36,-3.38,0.19,-1.96,-3.30,-0.29,-1.39,-3.06,0.72,-0.15,-1.66,-0.15,-0.55,-0.25,0.40,2.49,-2.41,-1.44,3.46,-1.88,-0.63,3.69,-1.60,-2.76,3.07,2.01,-5.66,5.20,2.67,-3.15,-2.13,4.50,-1.03,-0.86,1.28,-3.29,-2.24,1.49,1.26,-3.34,-1.60,-3.27,-5.90,-0.08,EX_PEAK
-1.47,-0.37,-1.32,-0.37,-0.47,-1.56,-0.04,-0.41,-2.55,0.70,0.37,-1.92,-3.34,1.50,-0.54,3.28,1.82,-1.21,-1.14,2.71,-0.38,-0.30,4.43,-1.11,-1.22,3.35,-0.63,-0.60,0.96,0.08,-5.17,4.36,2.58,-2.98,-2.87,3.06,-4.16,-3.09,3.15,-1.11,-1.52,0.71,-0.15,-4.23,-0.98,EX_PEAK
0.42,-6.61,-2.21,-0.21,-1.16,-2.32,-0.05,0.82,-2.09,0.85,0.69,-1.81,0.78,4.26,-4.24,-0.80,1.89,-1.81,1.15,4.72,-1.60,-0.60,5.78,-1.31,-0.74,0.08,0.29,-2.30,1.85,1.98,-1.30,1.15,1.50,-3.78,-2.45,3.40,-3.44,-4.29,2.73,-2.39,-2.79,0.87,0.82,-2.31,-0.74,EX_PEAK
0.82,-2.31,-0.74,1.03,-3.35,-1.38,-0.52,-1.72,-4.31,0.95,0.85,-2.42,-0.22,0.11,-2.06,1.71,2.54,-4.09,-0.25,5.09,-4.15,1.24,1.00,-1.46,-1.13,1.26,-0.35,1.15,4.12,-1.10,-0.14,3.41,-0.00,-1.30,2.03,0.60,-3.64,0.14,1.60,-4.27,-3.09,3.74,-2.58,-3.29,3.76,EX_PEAK
-1.44,-2.98,0.83,0.47,-2.96,-1.26,-1.25,-0.60,-3.25,-0.47,-1.83,-4.57,1.35,2.40,-4.00,2.17,5.05,-6.61,-3.52,1.51,-0.87,1.19,-0.15,0.00,-1.35,2.06,-0.25,0.79,3.76,-1.00,-0.95,2.60,-0.13,-2.63,0.32,1.88,-5.18,0.20,3.67,-5.63,-1.36,4.03,-2.38,-0.63,3.13,EX_PEAK
3.11,-2.80,-3.61,0.62,0.16,-3.95,-0.25,-3.37,-2.18,0.51,0.24,-1.92,0.18,0.50,-1.59,0.54,2.19,-3.16,-1.31,3.36,-2.34,0.47,0.21,-0.24,0.38,4.05,-0.75,0.28,1.90,-0.25,-1.53,2.57,1.35,-5.21,0.61,2.38,-4.05,-2.33,4.50,-1.15,-4.22,2.41,-2.14,-1.76,1.34,EX_PEAK
-0.92,-5.77,-1.66,-1.37,0.32,-0.44,-1.02,-0.51,-2.27,0.27,-0.67,-5.41,0.95,-0.13,-2.63,0.16,0.24,-1.77,1.26,3.64,-4.11,-1.68,4.17,-1.48,1.71,5.68,-1.75,-0.20,1.07,0.29,-0.68,1.92,0.75,-0.69,1.97,0.46,-2.99,3.17,1.27,-4.73,0.67,2.47,-4.68,-3.37,2.83,EX_PEAK
-0.30,3.26,-0.66,-3.20,3.98,-0.19,-4.37,2.33,1.95,-7.12,-1.33,6.90,-1.54,-2.21,2.39,-2.11,-3.65,1.94,-0.48,-3.97,-0.86,0.30,-4.47,-1.90,-1.35,-1.38,-3.14,0.60,-0.95,-2.83,0.76,0.18,-1.23,0.53,-0.09,-1.29,0.23,0.74,-1.76,0.28,1.30,-1.40,-0.04,4.11,-4.62,EX_TROU
-0.56,2.89,-0.69,-2.22,4.54,1.74,-4.53,2.80,1.60,-1.51,-0.46,1.73,-1.46,0.25,3.13,-2.12,-2.88,2.47,-1.20,-3.20,0.57,-0.23,-5.09,-1.31,0.51,-3.15,-1.75,-0.94,-1.72,-3.94,1.05,1.13,-2.49,-0.03,-0.12,-0.99,-0.15,-0.12,-0.94,0.27,2.35,-2.62,0.37,1.48,-2.59,EX_TROU
-1.12,5.14,-0.76,-3.38,0.89,1.87,-3.71,2.11,1.77,-4.08,-1.58,3.58,-2.04,-2.31,2.93,-2.29,-3.81,1.75,0.82,-3.94,-0.20,-1.13,-6.40,-1.44,-0.61,0.36,-3.38,0.19,-1.96,-3.30,-0.29,-1.39,-3.06,0.72,-0.15,-1.66,-0.15,-0.55,-0.25,0.40,2.49,-2.41,-1.44,3.46,-1.88,EX_TROU
-1.44,3.46,-1.88,-0.63,3.69,-1.60,-2.76,3.07,2.01,-5.66,5.20,2.67,-3.15,-2.13,4.50,-1.03,-0.86,1.28,-3.29,-2.24,1.49,1.26,-3.34,-1.60,-3.27,-5.90,-0.08,1.14,-1.07,-2.24,-1.47,-0.37,-1.32,-0.37,-0.47,-1.56,-0.04,-0.41,-2.55,0.70,0.37,-1.92,-3.34,1.50,-0.54,EX_TROU
-1.22,3.35,-0.63,-0.60,0.96,0.08,-5.17,4.36,2.58,-2.98,-2.87,3.06,-4.16,-3.09,3.15,-1.11,-1.52,0.71,-0.15,-4.23,-0.98,-0.52,-7.33,-1.62,0.42,-6.61,-2.21,-0.21,-1.16,-2.32,-0.05,0.82,-2.09,0.85,0.69,-1.81,0.78,4.26,-4.24,-0.80,1.89,-1.81,1.15,4.72,-1.60,EX_TROU
1.15,4.72,-1.60,-0.60,5.78,-1.31,-0.74,0.08,0.29,-2.30,1.85,1.98,-1.30,1.15,1.50,-3.78,-2.45,3.40,-3.44,-4.29,2.73,-2.39,-2.79,0.87,0.82,-2.31,-0.74,1.03,-3.35,-1.38,-0.52,-1.72,-4.31,0.95,0.85,-2.42,-0.22,0.11,-2.06,1.71,2.54,-4.09,-0.25,5.09,-4.15,EX_TROU
-0.14,3.41,-0.00,-1.30,2.03,0.60,-3.64,0.14,1.60,-4.27,-3.09,3.74,-2.58,-3.29,3.76,-1.31,-2.34,0.62,-1.44,-2.98,0.83,0.47,-2.96,-1.26,-1.25,-0.60,-3.25,-0.47,-1.83,-4.57,1.35,2.40,-4.00,2.17,5.05,-6.61,-3.52,1.51,-0.87,1.19,-0.15,0.00,-1.35,2.06,-0.25,EX_TROU
-0.95,2.60,-0.13,-2.63,0.32,1.88,-5.18,0.20,3.67,-5.63,-1.36,4.03,-2.38,-0.63,3.13,-2.29,-3.43,2.59,-0.53,-1.44,-0.29,-0.82,-6.22,-2.40,3.11,-2.80,-3.61,0.62,0.16,-3.95,-0.25,-3.37,-2.18,0.51,0.24,-1.92,0.18,0.50,-1.59,0.54,2.19,-3.16,-1.31,3.36,-2.34,EX_TROU
0.28,1.90,-0.25,-1.53,2.57,1.35,-5.21,0.61,2.38,-4.05,-2.33,4.50,-1.15,-4.22,2.41,-2.14,-1.76,1.34,0.18,-2.93,-1.14,-0.92,-5.77,-1.66,-1.37,0.32,-0.44,-1.02,-0.51,-2.27,0.27,-0.67,-5.41,0.95,-0.13,-2.63,0.16,0.24,-1.77,1.26,3.64,-4.11,-1.68,4.17,-1.48,EX_TROU
3.34,-0.48,2.51,-1.73,-3.01,2.37,0.77,-1.78,3.85,0.01,-0.09,3.73,-0.50,-0.88,4.71,-0.35,0.83,2.30,-1.04,3.12,4.11,-0.41,3.49,-0.28,0.87,3.09,0.80,-0.05,4.09,0.13,1.79,3.58,-1.06,0.18,2.87,-0.83,-0.18,1.78,-0.85,1.55,1.28,-5.66,4.18,0.23,-6.27,EX_PEAK
1.16,1.18,2.05,-1.48,-1.04,3.93,-0.80,0.54,2.11,-0.65,1.13,3.16,0.39,-0.25,1.01,-1.19,4.21,2.65,1.32,2.05,-0.13,-0.25,2.99,0.15,-0.22,3.35,-0.28,1.17,2.90,-0.74,0.70,0.76,-1.84,0.74,1.19,-2.41,4.01,1.04,-5.95,2.56,0.38,-2.38,3.13,-2.39,-1.83,EX_PEAK
-0.94,-0.04,2.22,-0.54,0.25,3.21,-0.25,-0.45,2.99,-1.22,1.69,2.10,-0.93,1.21,1.04,-1.32,2.09,1.63,0.49,3.04,0.94,0.09,2.53,0.19,-0.48,2.72,-0.09,0.51,1.84,-0.48,0.93,1.05,-0.67,1.32,1.18,-3.16,2.31,1.22,-5.84,2.44,0.91,-5.85,1.96,-0.68,-0.07,EX_PEAK
-0.36,-0.10,3.00,-1.07,0.52,4.92,-1.15,2.14,3.06,-0.59,3.61,2.55,1.78,1.64,-0.35,0.37,1.97,0.22,0.14,2.49,-0.24,1.32,3.84,-0.92,-0.06,1.15,-0.48,0.52,0.99,-0.85,1.38,1.06,-3.74,1.99,0.61,-4.82,2.72,0.08,-3.21,3.21,-1.10,-2.80,5.93,-1.67,-1.13,EX_PEAK
0.11,-0.24,2.73,-0.59,-0.23,3.31,-0.33,0.38,1.61,-1.05,1.20,2.88,0.81,0.75,0.22,0.84,0.73,-0.17,-0.28,4.43,0.71,3.07,-3.21,-2.17,-1.42,5.34,0.50,0.12,0.69,-0.28,-1.24,0.58,-0.63,-0.45,1.49,-0.79,-0.27,1.73,-3.09,-0.13,1.79,-3.30,2.99,0.04,-3.18,EX_PEAK
0.97,-0.04,1.57,-0.83,-0.69,2.42,-0.20,-0.16,2.91,0.42,0.48,1.84,-0.97,0.62,2.74,-1.66,3.17,3.25,0.74,3.86,1.36,1.08,3.47,0.97,0.45,3.20,0.03,1.01,2.38,-0.70,0.40,1.50,-0.89,0.62,0.89,-1.45,0.65,1.45,-4.82,0.99,0.30,-4.41,2.98,1.40,-3.33,EX_PEAK
0.08,-0.85,2.17,-0.19,-0.40,4.25,-0.36,0.74,2.57,-0.64,0.26,1.85,1.76,-1.52,0.37,-1.06,3.63,1.85,1.66,3.99,-0.85,-0.46,0.53,-0.10,0.23,1.31,-0.74,-1.00,0.57,-0.15,-0.39,3.02,-0.70,1.28,1.27,-2.13,0.12,1.52,-2.72,3.71,-0.71,-5.97,0.68,-0.93,1.33,EX_PEAK
-0.62,-1.34,2.22,0.36,-0.56,2.05,0.59,-0.64,3.51,-0.07,-0.74,2.24,-2.26,3.07,4.60,0.75,-0.05,1.30,-0.70,3.07,2.01,-0.36,2.02,-0.21,0.55,1.19,-0.07,0.99,0.97,0.01,0.66,0.35,-1.72,0.43,2.15,-4.23,1.89,0.90,-3.59,2.98,0.69,-3.12,3.40,-1.71,-2.30,EX_PEAK
-0.47,-0.60,2.58,0.13,-0.26,1.60,0.07,-0.27,1.75,-2.86,3.18,5.76,0.65,1.04,-0.29,-0.62,2.17,-0.20,-0.00,1.93,0.09,0.48,3.44,-0.50,-0.16,1.01,-0.57,0.76,3.03,-0.78,1.57,1.44,-4.61,2.05,0.76,-2.22,2.64,0.98,-2.61,5.67,-4.26,-3.91,2.18,-1.75,0.71,EX_PEAK
2.06,1.27,-2.68,2.65,1.68,-3.72,3.93,0.27,-5.02,3.16,-0.68,-1.55,3.32,-2.16,-2.78,3.31,-2.75,-2.44,0.77,-1.80,1.67,-0.66,-0.90,1.32,3.34,-0.48,2.51,-1.73,-3.01,2.37,0.77,-1.78,3.85,0.01,-0.09,3.73,-0.50,-0.88,4.71,-0.35,0.83,2.30,-1.04,3.12,4.11,EX_TROU
-0.18,1.78,-0.85,1.55,1.28,-5.66,4.18,0.23,-6.27,1.47,-0.11,-0.15,3.26,-2.91,-2.53,6.92,-1.37,0.13,-0.05,-1.51,1.35,-1.94,-1.83,2.03,1.05,-0.78,1.49,1.86,1.43,0.72,-1.28,-2.48,4.10,1.16,1.18,2.05,-1.48,-1.04,3.93,-0.80,0.54,2.11,-0.65,1.13,3.16,EX_TROU
1.17,2.90,-0.74,0.70,0.76,-1.84,0.74,1.19,-2.41,4.01,1.04,-5.95,2.56,0.38,-2.38,3.13,-2.39,-1.83,8.36,-1.47,-2.26,0.04,-1.45,1.62,-0.77,-1.62,1.15,0.89,-0.62,1.49,0.54,-2.74,5.19,0.46,-0.42,2.50,-0.94,-0.04,2.22,-0.54,0.25,3.21,-0.25,-0.45,2.99,EX_TROU
1.32,1.18,-3.16,2.31,1.22,-5.84,2.44,0.91,-5.85,1.96,-0.68,-0.07,4.01,-2.80,-2.31,5.59,-2.01,1.44,-1.03,-1.20,0.53,-0.38,-3.05,2.39,0.24,-1.65,1.58,-0.95,-2.45,4.30,1.04,-0.38,1.53,-0.75,-0.72,2.74,-0.36,-0.10,3.00,-1.07,0.52,4.92,-1.15,2.14,3.06,EX_TROU
2.72,0.08,-3.21,3.21,-1.10,-2.80,5.93,-1.67,-1.13,4.92,-0.66,0.32,-1.42,-0.63,0.65,-0.52,-0.54,0.43,-0.87,-1.66,2.17,1.63,-1.56,2.63,1.59,-1.51,2.50,-0.21,-0.58,2.51,0.11,-0.24,2.73,-0.59,-0.23,3.31,-0.33,0.38,1.61,-1.05,1.20,2.88,0.81,0.75,0.22,EX_TROU
-1.42,5.34,0.50,0.12,0.69,-0.28,-1.24,0.58,-0.63,-0.45,1.49,-0.79,-0.27,1.73,-3.09,-0.13,1.79,-3.30,2.99,0.04,-3.18,2.39,-0.80,-1.45,8.81,-3.00,-2.87,-1.88,-2.32,1.30,0.22,-0.79,1.37,0.91,-0.78,1.84,-0.23,-2.66,4.12,0.97,-0.04,1.57,-0.83,-0.69,2.42,EX_TROU
0.40,1.50,-0.89,0.62,0.89,-1.45,0.65,1.45,-4.82,0.99,0.30,-4.41,2.98,1.40,-3.33,3.49,-2.48,-2.00,5.11,-0.47,-0.15,0.82,-1.87,0.87,0.62,-0.67,0.97,-0.16,-1.85,2.23,0.07,-1.96,2.67,0.09,-0.77,2.13,0.08,-0.85,2.17,-0.19,-0.40,4.25,-0.36,0.74,2.57,EX_TROU
-0.39,3.02,-0.70,1.28,1.27,-2.13,0.12,1.52,-2.72,3.71,-0.71,-5.97,0.68,-0.93,1.33,1.65,-1.18,0.84,4.05,-0.38,1.10,0.54,0.34,-0.62,0.07,-1.94,1.81,2.08,-1.19,2.22,-0.94,-0.98,1.79,-0.62,-1.34,2.22,0.36,-0.56,2.05,0.59,-0.64,3.51,-0.07,-0.74,2.24,EX_TROU
0.66,0.35,-1.72,0.43,2.15,-4.23,1.89,0.90,-3.59,2.98,0.69,-3.12,3.40,-1.71,-2.30,5.62,-1.81,-0.46,1.84,-2.81,2.29,1.22,0.36,-0.76,-0.10,-0.87,1.39,0.68,-1.05,3.49,0.63,-1.00,3.06,-0.47,-0.60,2.58,0.13,-0.26,1.60,0.07,-0.27,1.75,-2.86,3.18,5.76,EX_TROU
-0.16,1.01,-0.57,0.76,3.03,-0.78,1.57,1.44,-4.61,2.05,0.76,-2.22,2.64,0.98,-2.61,5.67,-4.26,-3.91,2.18,-1.75,0.71,-0.91,-1.43,2.13,2.12,-1.53,0.83,2.19,0.05,-0.66,-1.64,-0.27,1.36,0.69,-0.71,2.74,-0.39,-0.58,3.49,0.24,0.64,3.44,-0.88,0.78,3.43,EX_TROU
0.29,0.27,0.21,-0.29,0.20,0.11,-0.46,0.04,0.01,-0.38,-0.06,0.04,-0.09,-0.05,-0.07,-0.10,-0.02,-0.40,0.38,-0.07,-0.36,0.03,-0.04,-0.37,0.01,-0.07,-0.34,0.02,0.01,-0.18,-0.61,-0.15,0.12,-0.52,-0.46,0.17,-0.59,-0.95,0.25,-1.03,-2.07,0.96,-1.35,-3.63,0.77,NOT_EX
0.01,-0.07,-0.34,0.02,0.01,-0.18,-0.61,-0.15,0.12,-0.52,-0.46,0.17,-0.59,-0.95,0.25,-1.03,-2.07,0.96,-1.35,-3.63,0.77,-1.14,-4.17,0.13,-1.59,-3.72,0.08,1.02,1.08,-1.57,-0.76,2.33,-1.07,-0.20,2.91,-0.57,0.05,2.77,-0.73,0.86,1.72,-0.12,0.56,2.16,0.06,NOT_EX
-1.14,-4.17,0.13,-1.59,-3.72,0.08,1.02,1.08,-1.57,-0.76,2.33,-1.07,-0.20,2.91,-0.57,0.05,2.77,-0.73,0.86,1.72,-0.12,0.56,2.16,0.06,0.60,1.94,-0.06,0.53,-1.73,-0.04,-1.76,0.00,1.94,-0.48,0.23,0.15,-1.93,-0.13,-0.21,1.03,-0.13,-0.04,-0.26,0.07,-0.33,NOT_EX
0.56,2.16,0.06,0.60,1.94,-0.06,0.53,-1.73,-0.04,-1.76,0.00,1.94,-0.48,0.23,0.15,-1.93,-0.13,-0.21,1.03,-0.13,-0.04,-0.26,0.07,-0.33,0.54,0.13,-0.17,0.32,0.02,-0.23,-0.00,-0.32,-0.04,-0.22,-0.75,0.12,-0.17,-1.22,0.31,-0.28,-2.53,0.84,-0.20,-3.95,1.29,NOT_EX
0.54,0.13,-0.17,0.32,0.02,-0.23,-0.00,-0.32,-0.04,-0.22,-0.75,0.12,-0.17,-1.22,0.31,-0.28,-2.53,0.84,-0.20,-3.95,1.29,0.42,-5.49,0.45,0.59,-5.45,0.28,0.55,1.42,-0.53,-0.54,3.95,-0.36,-0.62,3.03,-1.05,-0.55,3.35,0.18,0.56,1.49,-0.04,-0.61,2.55,1.65,NOT_EX
0.42,-5.49,0.45,0.59,-5.45,0.28,0.55,1.42,-0.53,-0.54,3.95,-0.36,-0.62,3.03,-1.05,-0.55,3.35,0.18,0.56,1.49,-0.04,-0.61,2.55,1.65,-0.90,1.48,0.86,0.12,-0.06,0.93,0.92,-2.96,-0.56,0.88,-0.07,-0.26,-1.59,-0.04,-0.43,0.44,0.07,-0.05,-0.20,-0.10,-0.02,NOT_EX
-0.90,1.48,0.86,0.12,-0.06,0.93,0.92,-2.96,-0.56,0.88,-0.07,-0.26,-1.59,-0.04,-0.43,0.44,0.07,-0.05,-0.20,-0.10,-0.02,-0.14,-0.11,-0.02,-0.12,-0.09,-0.07,0.28,0.09,-0.19,-0.03,-0.12,-0.00,-0.25,-0.54,0.18,-0.48,-1.45,0.32,-0.31,-2.55,0.58,-0.09,-4.05,0.87,NOT_EX
-0.12,-0.09,-0.07,0.28,0.09,-0.19,-0.03,-0.12,-0.00,-0.25,-0.54,0.18,-0.48,-1.45,0.32,-0.31,-2.55,0.58,-0.09,-4.05,0.87,0.12,-5.10,0.78,0.45,-5.51,0.25,0.62,1.71,-0.02,-0.48,2.71,0.01,-0.70,2.81,-0.02,-0.43,2.76,-0.07,-0.05,2.33,0.85,0.07,1.04,1.16,NOT_EX
0.12,-5.10,0.78,0.45,-5.51,0.25,0.62,1.71,-0.02,-0.48,2.71,0.01,-0.70,2.81,-0.02,-0.43,2.76,-0.07,-0.05,2.33,0.85,0.07,1.04,1.16,-0.19,0.84,1.40,-0.72,0.96,1.58,-2.36,-0.09,-0.69,1.55,0.10,0.93,4.34,0.44,0.96,-3.46,0.05,-0.17,1.33,-0.11,0.38,NOT_EX
-0.19,0.84,1.40,-0.72,0.96,1.58,-2.36,-0.09,-0.69,1.55,0.10,0.93,4.34,0.44,0.96,-3.46,0.05,-0.17,1.33,-0.11,0.38,0.84,-0.03,0.22,-0.62,-0.14,-0.01,-0.42,-0.06,-0.15,-0.32,-0.08,-0.32,-0.55,-0.37,-0.26,-0.67,-0.37,-0.41,-0.70,-0.46,-0.06,-0.81,-0.56,-0.05,NOT_EX
0.84,-0.03,0.22,-0.62,-0.14,-0.01,-0.42,-0.06,-0.15,-0.32,-0.08,-0.32,-0.55,-0.37,-0.26,-0.67,-0.37,-0.41,-0.70,-0.46,-0.06,-0.81,-0.56,-0.05,-0.80,-0.53,-0.06,-1.39,-0.39,-1.75,-3.86,0.94,-4.83,-5.30,1.88,-4.90,-1.01,0.31,-3.72,-0.75,0.79,-4.55,-1.74,0.12,-3.53,NOT_EX
-0.80,-0.53,-0.06,-1.39,-0.39,-1.75,-3.86,0.94,-4.83,-5.30,1.88,-4.90,-1.01,0.31,-3.72,-0.75,0.79,-4.55,-1.74,0.12,-3.53,-1.65,0.34,-2.68,-1.09,0.09,-1.71,-0.35,-0.18,-1.58,-0.67,-0.27,-1.29,-0.09,0.21,-0.75,0.23,-0.03,-0.79,-0.16,-0.20,-0.99,-0.74,-0.14,-1.26,NOT_EX
-1.65,0.34,-2.68,-1.09,0.09,-1.71,-0.35,-0.18,-1.58,-0.67,-0.27,-1.29,-0.09,0.21,-0.75,0.23,-0.03,-0.79,-0.16,-0.20,-0.99,-0.74,-0.14,-1.26,-2.23,-1.38,-0.31,-1.14,-2.25,0.64,2.43,3.00,-0.90,-2.36,2.45,0.75,0.05,0.60,0.10,-0.08,-0.01,0.17,-1.32,-0.08,0.04,NOT_EX
-0.74,-0.14,-1.26,-2.23,-1.38,-0.31,-1.14,-2.25,0.64,2.43,3.00,-0.90,-2.36,2.45,0.75,0.05,0.60,0.10,-0.08,-0.01,0.17,-1.32,-0.08,0.04,-0.06,0.01,0.09,-0.96,-0.06,-0.19,-0.01,-0.08,-0.43,-0.25,-0.01,-0.36,0.09,0.02,-0.38,1.28,0.25,-0.44,0.48,-0.12,-0.22,NOT_EX
-0.06,0.01,0.09,-0.96,-0.06,-0.19,-0.01,-0.08,-0.43,-0.25,-0.01,-0.36,0.09,0.02,-0.38,1.28,0.25,-0.44,0.48,-0.12,-0.22,-0.03,-0.73,0.01,-0.44,-1.60,0.35,-0.78,-3.38,1.17,0.09,-4.95,-0.99,-0.00,2.18,-2.34,0.06,1.45,-2.02,-0.90,2.79,0.44,-1.29,2.51,0.63,NOT_EX
-0.44,-1.60,0.35,-0.78,-3.38,1.17,0.09,-4.95,-0.99,-0.00,2.18,-2.34,0.06,1.45,-2.02,-0.90,2.79,0.44,-1.29,2.51,0.63,-0.68,2.99,-0.08,0.65,2.10,-0.14,0.62,2.41,0.36,-0.22,-0.34,0.52,0.20,-0.82,-0.60,-1.41,-3.57,0.13,2.08,-0.85,-0.58,-0.77,0.24,-0.07,NOT_EX
-0.68,2.99,-0.08,0.65,2.10,-0.14,0.62,2.41,0.36,-0.22,-0.34,0.52,0.20,-0.82,-0.60,-1.41,-3.57,0.13,2.08,-0.85,-0.58,-0.77,0.24,-0.07,0.44,0.14,-0.09,0.21,0.07,-0.15,0.28,0.09,-0.25,-0.04,-0.15,-0.17,-0.14,-0.58,-0.08,-0.26,-1.30,0.12,-0.09,-2.64,0.29,NOT_EX
0.44,0.14,-0.09,0.21,0.07,-0.15,0.28,0.09,-0.25,-0.04,-0.15,-0.17,-0.14,-0.58,-0.08,-0.26,-1.30,0.12,-0.09,-2.64,0.29,0.33,-3.73,0.33,1.41,-6.25,-1.01,-1.70,1.73,-2.19,-0.55,1.97,1.62,0.44,3.67,-0.58,-1.73,2.22,-1.69,-3.29,2.74,0.97,0.90,2.20,2.47,NOT_EX
0.33,-3.73,0.33,1.41,-6.25,-1.01,-1.70,1.73,-2.19,-0.55,1.97,1.62,0.44,3.67,-0.58,-1.73,2.22,-1.69,-3.29,2.74,0.97,0.90,2.20,2.47,0.85,2.09,2.45,0.14,0.21,-0.88,-0.50,3.11,1.46,1.09,-0.50,1.14,-0.73,0.03,0.11,0.17,0.01,-0.10,-0.19,-0.13,0.02,NOT_EX
0.85,2.09,2.45,0.14,0.21,-0.88,-0.50,3.11,1.46,1.09,-0.50,1.14,-0.73,0.03,0.11,0.17,0.01,-0.10,-0.19,-0.13,0.02,-0.26,0.00,-0.15,-0.09,-0.12,-0.10,-0.20,-0.44,-0.09,-0.45,-0.84,0.16,-0.56,-1.68,0.38,-0.30,-2.82,0.70,-0.17,-4.05,1.00,-1.17,-2.99,0.25,NOT_EX
-0.26,0.00,-0.15,-0.09,-0.12,-0.10,-0.20,-0.44,-0.09,-0.45,-0.84,0.16,-0.56,-1.68,0.38,-0.30,-2.82,0.70,-0.17,-4.05,1.00,-1.17,-2.99,0.25,-2.26,-0.25,0.12,1.31,2.41,0.16,-0.87,3.36,-0.85,-2.03,2.79,-0.86,-0.41,2.16,0.05,1.85,1.07,-1.73,-0.99,-0.26,-0.78,NOT_EX
-2.26,-0.25,0.12,1.31,2.41,0.16,-0.87,3.36,-0.85,-2.03,2.79,-0.86,-0.41,2.16,0.05,1.85,1.07,-1.73,-0.99,-0.26,-0.78,-3.71,-1.89,0.37,-0.56,0.44,-0.19,3.76,-0.95,-0.33,-1.09,0.04,-1.39,2.06,0.61,-0.16,0.26,0.03,0.14,0.35,-0.03,0.10,-0.24,-0.03,-0.03,NOT_EX
-3.71,-1.89,0.37,-0.56,0.44,-0.19,3.76,-0.95,-0.33,-1.09,0.04,-1.39,2.06,0.61,-0.16,0.26,0.03,0.14,0.35,-0.03,0.10,-0.24,-0.03,-0.03,-0.18,0.01,-0.06,-0.30,0.02,-0.27,-0.59,-0.11,-0.39,-0.53,-0.17,-0.42,-0.98,-0.95,-0.65,-1.64,0.03,-1.19,-3.00,0.65,-3.49,NOT_EX
-0.18,0.01,-0.06,-0.30,0.02,-0.27,-0.59,-0.11,-0.39,-0.53,-0.17,-0.42,-0.98,-0.95,-0.65,-1.64,0.03,-1.19,-3.00,0.65,-3.49,-2.32,1.47,-3.76,-1.52,0.95,-4.51,-1.73,0.16,-4.01,-1.63,-0.36,-3.43,-0.66,-0.49,-3.03,-0.30,-0.25,-2.80,-4.19,-0.64,-0.56,2.38,1.34,-2.32,NOT_EX
