% Data generated on Wed Nov 18 22:18:23 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE x6 NUMERIC
@ATTRIBUTE y6 NUMERIC
@ATTRIBUTE z6 NUMERIC
@ATTRIBUTE x7 NUMERIC
@ATTRIBUTE y7 NUMERIC
@ATTRIBUTE z7 NUMERIC
@ATTRIBUTE x8 NUMERIC
@ATTRIBUTE y8 NUMERIC
@ATTRIBUTE z8 NUMERIC
@ATTRIBUTE x9 NUMERIC
@ATTRIBUTE y9 NUMERIC
@ATTRIBUTE z9 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
-2.02,0.98,-3.80,0.21,3.66,0.39,-1.84,3.81,0.27,1.71,-0.34,0.83,-1.69,-2.85,0.00,3.64,6.68,-0.77,0.00,-0.12,0.34,-0.31,-0.13,0.02,0.25,0.02,-0.44,NOT_EX
-1.69,-2.85,0.00,3.64,6.68,-0.77,0.00,-0.12,0.34,-0.31,-0.13,0.02,0.25,0.02,-0.44,-0.48,0.06,-0.46,-0.36,-1.08,0.33,-0.27,-2.33,0.15,-1.37,-6.39,0.32,NOT_EX
-0.48,0.06,-0.46,-0.36,-1.08,0.33,-0.27,-2.33,0.15,-1.37,-6.39,0.32,4.08,1.76,-0.46,0.13,2.08,0.78,-3.83,4.25,-0.18,3.15,2.09,0.26,0.56,0.57,-0.61,NOT_EX
4.08,1.76,-0.46,0.13,2.08,0.78,-3.83,4.25,-0.18,3.15,2.09,0.26,0.56,0.57,-0.61,0.10,-1.47,-0.03,-0.61,-1.08,-0.75,0.09,0.05,-0.18,0.01,-0.02,-0.29,NOT_EX
0.10,-1.47,-0.03,-0.61,-1.08,-0.75,0.09,0.05,-0.18,0.01,-0.02,-0.29,-0.22,-0.38,-0.34,-0.22,-0.45,-0.42,0.11,-2.93,-0.05,-0.93,0.15,-2.48,-0.53,1.19,0.21,NOT_EX
-0.22,-0.38,-0.34,-0.22,-0.45,-0.42,0.11,-2.93,-0.05,-0.93,0.15,-2.48,-0.53,1.19,0.21,-0.98,2.71,-0.03,-0.90,3.40,-0.25,2.40,1.29,0.87,-1.28,6.69,-0.02,NOT_EX
-0.98,2.71,-0.03,-0.90,3.40,-0.25,2.40,1.29,0.87,-1.28,6.69,-0.02,-0.70,-2.82,-0.58,-0.90,-1.03,-0.66,-0.13,-0.43,-0.08,-0.26,-0.93,-0.13,-0.47,-1.64,0.23,NOT_EX
-0.90,-1.03,-0.66,-0.13,-0.43,-0.08,-0.26,-0.93,-0.13,-0.47,-1.64,0.23,0.22,-2.79,0.29,0.85,2.77,-4.01,-0.87,3.01,0.80,-0.92,3.26,0.37,0.63,3.06,-0.19,NOT_EX
0.22,-2.79,0.29,0.85,2.77,-4.01,-0.87,3.01,0.80,-0.92,3.26,0.37,0.63,3.06,-0.19,-0.09,2.81,0.24,-1.42,-2.42,0.16,-0.98,-4.04,-0.28,-0.42,-0.18,0.08,NOT_EX
-0.09,2.81,0.24,-1.42,-2.42,0.16,-0.98,-4.04,-0.28,-0.42,-0.18,0.08,-0.18,-0.10,0.03,-0.16,-0.08,-0.25,-0.28,-0.42,-0.42,-0.58,-0.69,-0.53,-0.24,-1.85,-0.46,NOT_EX
-0.18,-0.10,0.03,-0.16,-0.08,-0.25,-0.28,-0.42,-0.42,-0.58,-0.69,-0.53,-0.24,-1.85,-0.46,0.48,-1.68,-1.94,-4.17,1.23,-5.95,-5.00,0.77,-1.84,-4.42,0.68,-3.61,NOT_EX
0.24,-3.03,-0.44,1.37,-1.66,0.86,2.08,0.82,3.28,1.30,1.30,3.10,-1.30,2.97,-0.34,-0.06,2.49,-4.43,0.83,-1.85,-4.15,0.66,-4.13,-0.79,1.28,-2.34,0.36,EX_PEAK
0.66,-4.13,-0.79,1.28,-2.34,0.36,1.58,0.96,3.54,2.47,4.84,2.20,-1.10,2.60,-1.21,1.12,2.89,-3.78,-0.78,-4.38,-3.65,1.18,-4.10,0.17,1.16,-1.67,2.14,EX_PEAK
-0.78,-4.38,-3.65,1.18,-4.10,0.17,1.16,-1.67,2.14,1.86,2.77,3.98,-1.19,7.78,-1.52,-0.77,1.25,-2.97,0.66,-2.45,-3.18,1.71,-4.49,-2.73,1.36,-4.21,0.06,EX_PEAK
1.71,-4.49,-2.73,1.36,-4.21,0.06,1.33,0.22,1.73,0.83,1.90,3.62,1.53,2.19,-0.02,0.99,4.21,-1.00,2.50,2.34,-1.48,-0.23,-3.18,-4.07,0.68,-4.33,-0.08,EX_PEAK
0.68,-4.33,-0.08,2.23,-1.77,1.16,2.07,-0.12,1.95,0.36,2.05,1.35,3.37,5.31,-1.20,-1.02,1.43,-1.80,0.04,-1.25,-3.46,1.43,-4.49,-2.62,2.42,-3.25,0.84,EX_PEAK
1.43,-4.49,-2.62,2.42,-3.25,0.84,2.11,-0.01,3.27,2.66,3.62,2.83,0.42,2.18,-1.03,1.91,2.04,-2.26,-0.64,-0.83,-2.97,0.96,-3.34,-3.06,1.37,-3.54,-0.68,EX_PEAK
1.37,-3.54,-0.68,1.59,-2.26,0.94,1.55,0.72,2.90,3.08,3.75,3.36,0.64,3.45,-1.49,0.45,4.50,-1.06,-2.23,0.43,-4.73,0.44,-2.82,-3.54,0.60,-3.12,-0.86,EX_PEAK
0.60,-3.12,-0.86,1.68,-2.17,-0.12,2.06,0.31,2.35,2.31,1.76,3.42,1.60,1.64,0.07,-1.00,3.29,-1.52,1.57,1.90,-1.79,-0.29,-0.95,-3.53,-1.11,-2.68,-3.95,EX_PEAK
2.14,-2.33,1.46,1.72,0.44,2.58,3.46,3.65,3.24,0.07,0.72,-1.56,-1.36,2.91,-1.35,1.30,2.95,-3.08,-0.17,-2.86,-2.32,0.63,-3.14,-1.19,2.43,-1.91,0.44,EX_PEAK
0.63,-3.14,-1.19,2.43,-1.91,0.44,1.53,0.07,1.42,1.89,0.49,1.64,-0.39,9.93,1.47,0.94,2.06,-2.20,-0.47,1.36,-2.11,-0.68,-0.72,-2.67,-1.46,-3.89,-3.60,EX_PEAK
2.06,-1.01,0.63,1.67,0.74,2.47,3.29,3.44,3.53,1.43,2.08,-0.87,-0.89,6.32,-1.49,0.01,1.33,-2.90,-1.35,-0.48,-2.53,-0.67,-2.45,-2.66,0.52,-2.85,-1.27,EX_PEAK
2.77,2.79,2.02,1.04,4.02,-0.49,-0.84,2.62,-2.81,-0.76,-3.21,-4.63,0.24,-3.03,-0.44,1.37,-1.66,0.86,2.08,0.82,3.28,1.30,1.30,3.10,-1.30,2.97,-0.34,EX_TROU
1.30,1.30,3.10,-1.30,2.97,-0.34,-0.06,2.49,-4.43,0.83,-1.85,-4.15,0.66,-4.13,-0.79,1.28,-2.34,0.36,1.58,0.96,3.54,2.47,4.84,2.20,-1.10,2.60,-1.21,EX_TROU
1.58,0.96,3.54,2.47,4.84,2.20,-1.10,2.60,-1.21,1.12,2.89,-3.78,-0.78,-4.38,-3.65,1.18,-4.10,0.17,1.16,-1.67,2.14,1.86,2.77,3.98,-1.19,7.78,-1.52,EX_TROU
1.86,2.77,3.98,-1.19,7.78,-1.52,-0.77,1.25,-2.97,0.66,-2.45,-3.18,1.71,-4.49,-2.73,1.36,-4.21,0.06,1.33,0.22,1.73,0.83,1.90,3.62,1.53,2.19,-0.02,EX_TROU
0.83,1.90,3.62,1.53,2.19,-0.02,0.99,4.21,-1.00,2.50,2.34,-1.48,-0.23,-3.18,-4.07,0.68,-4.33,-0.08,2.23,-1.77,1.16,2.07,-0.12,1.95,0.36,2.05,1.35,EX_TROU
3.37,5.31,-1.20,-1.02,1.43,-1.80,0.04,-1.25,-3.46,1.43,-4.49,-2.62,2.42,-3.25,0.84,2.11,-0.01,3.27,2.66,3.62,2.83,0.42,2.18,-1.03,1.91,2.04,-2.26,EX_TROU
0.42,2.18,-1.03,1.91,2.04,-2.26,-0.64,-0.83,-2.97,0.96,-3.34,-3.06,1.37,-3.54,-0.68,1.59,-2.26,0.94,1.55,0.72,2.90,3.08,3.75,3.36,0.64,3.45,-1.49,EX_TROU
0.64,3.45,-1.49,0.45,4.50,-1.06,-2.23,0.43,-4.73,0.44,-2.82,-3.54,0.60,-3.12,-0.86,1.68,-2.17,-0.12,2.06,0.31,2.35,2.31,1.76,3.42,1.60,1.64,0.07,EX_TROU
-1.00,3.29,-1.52,1.57,1.90,-1.79,-0.29,-0.95,-3.53,-1.11,-2.68,-3.95,0.65,-3.82,-0.21,2.14,-2.33,1.46,1.72,0.44,2.58,3.46,3.65,3.24,0.07,0.72,-1.56,EX_TROU
0.07,0.72,-1.56,-1.36,2.91,-1.35,1.30,2.95,-3.08,-0.17,-2.86,-2.32,0.63,-3.14,-1.19,2.43,-1.91,0.44,1.53,0.07,1.42,1.89,0.49,1.64,-0.39,9.93,1.47,EX_TROU
-0.39,9.93,1.47,0.94,2.06,-2.20,-0.47,1.36,-2.11,-0.68,-0.72,-2.67,-1.46,-3.89,-3.60,2.23,-2.99,0.16,2.06,-1.01,0.63,1.67,0.74,2.47,3.29,3.44,3.53,EX_TROU
0.24,-2.83,0.28,-2.75,-1.93,-1.22,-1.98,-1.93,-2.34,-3.40,2.02,-3.04,-0.12,4.91,2.19,2.01,3.43,1.36,-1.02,1.26,2.91,0.73,-0.28,5.30,-2.03,-3.44,0.51,EX_PEAK
-1.98,-2.83,-1.34,-1.47,-1.38,-1.57,-2.90,1.62,-3.11,-0.22,5.12,-2.22,-2.39,2.47,1.16,-1.06,0.94,3.76,1.85,-2.96,2.86,-1.03,-2.56,0.47,1.07,-3.10,0.90,EX_PEAK
-2.17,-1.81,-1.61,-1.54,-0.08,-1.98,-4.68,2.23,-5.83,-0.22,2.72,2.73,0.28,4.14,0.92,-2.03,1.22,2.27,1.78,0.29,4.88,1.10,-1.88,1.74,1.27,-2.58,1.72,EX_PEAK
-1.36,-2.15,-0.76,-0.72,-1.66,-1.32,-1.49,0.03,-2.62,-1.38,1.31,-2.96,-1.62,4.01,1.50,-0.73,2.31,1.42,0.11,0.14,4.62,1.53,-2.51,2.80,-0.91,-1.47,-0.06,EX_PEAK
-1.22,-1.03,-1.84,-1.38,-0.54,-2.15,-1.11,0.48,-2.46,0.14,2.22,0.96,-1.48,2.96,1.55,-0.78,1.91,1.05,-0.47,0.90,3.37,2.12,-2.05,3.21,-0.51,-3.76,1.73,EX_PEAK
-1.75,-1.28,-2.03,-1.41,-0.38,-1.88,-3.22,1.13,-3.89,-1.72,2.44,0.78,0.96,3.30,1.22,-1.14,1.88,1.85,-0.98,1.74,1.86,0.52,-1.89,2.34,-0.65,-4.83,1.96,EX_PEAK
-0.46,-1.79,-0.84,-1.31,-0.06,-2.14,-3.97,3.39,-3.90,-0.61,1.86,1.52,0.27,3.86,1.17,-1.45,1.77,1.98,0.14,1.19,3.31,1.02,-2.11,3.55,-0.88,-4.55,1.49,EX_PEAK
-2.08,-2.79,-0.51,-1.15,-1.95,-2.24,-1.10,-0.41,-1.59,-2.84,2.31,-3.80,-0.46,3.83,2.08,-1.15,2.66,1.44,-1.34,2.11,2.65,0.58,-1.48,3.86,1.69,-2.17,3.93,EX_PEAK
-1.85,-2.19,-1.80,-1.31,-1.35,-2.41,-2.97,1.11,-4.21,-2.31,1.61,1.70,-1.80,2.40,2.13,0.29,1.77,1.45,-0.30,0.12,3.02,1.72,-2.22,2.62,0.79,-3.16,2.22,EX_PEAK
0.23,-3.10,0.24,-1.12,-2.19,-1.94,-1.43,-0.62,-2.23,-2.05,1.07,-3.23,0.05,2.38,2.17,1.13,2.21,1.11,-1.49,2.26,2.28,0.41,0.60,2.95,1.85,-1.61,3.60,EX_PEAK
-1.34,1.96,0.32,-0.12,3.08,1.72,-0.65,0.90,2.89,1.14,-2.60,2.96,0.24,-2.83,0.28,-2.75,-1.93,-1.22,-1.98,-1.93,-2.34,-3.40,2.02,-3.04,-0.12,4.91,2.19,EX_TROU
-0.12,4.91,2.19,2.01,3.43,1.36,-1.02,1.26,2.91,0.73,-0.28,5.30,-2.03,-3.44,0.51,-1.98,-2.83,-1.34,-1.47,-1.38,-1.57,-2.90,1.62,-3.11,-0.22,5.12,-2.22,EX_TROU
-0.22,5.12,-2.22,-2.39,2.47,1.16,-1.06,0.94,3.76,1.85,-2.96,2.86,-1.03,-2.56,0.47,1.07,-3.10,0.90,-2.17,-1.81,-1.61,-1.54,-0.08,-1.98,-4.68,2.23,-5.83,EX_TROU
0.28,4.14,0.92,-2.03,1.22,2.27,1.78,0.29,4.88,1.10,-1.88,1.74,1.27,-2.58,1.72,-1.36,-2.15,-0.76,-0.72,-1.66,-1.32,-1.49,0.03,-2.62,-1.38,1.31,-2.96,EX_TROU
-0.73,2.31,1.42,0.11,0.14,4.62,1.53,-2.51,2.80,-0.91,-1.47,-0.06,-3.08,-1.83,-0.85,-1.22,-1.03,-1.84,-1.38,-0.54,-2.15,-1.11,0.48,-2.46,0.14,2.22,0.96,EX_TROU
-1.48,2.96,1.55,-0.78,1.91,1.05,-0.47,0.90,3.37,2.12,-2.05,3.21,-0.51,-3.76,1.73,-1.73,-2.83,-0.24,-1.75,-1.28,-2.03,-1.41,-0.38,-1.88,-3.22,1.13,-3.89,EX_TROU
-1.14,1.88,1.85,-0.98,1.74,1.86,0.52,-1.89,2.34,-0.65,-4.83,1.96,0.82,-3.73,0.86,-0.46,-1.79,-0.84,-1.31,-0.06,-2.14,-3.97,3.39,-3.90,-0.61,1.86,1.52,EX_TROU
0.27,3.86,1.17,-1.45,1.77,1.98,0.14,1.19,3.31,1.02,-2.11,3.55,-0.88,-4.55,1.49,-2.08,-2.79,-0.51,-1.15,-1.95,-2.24,-1.10,-0.41,-1.59,-2.84,2.31,-3.80,EX_TROU
-1.15,2.66,1.44,-1.34,2.11,2.65,0.58,-1.48,3.86,1.69,-2.17,3.93,-2.61,-3.74,0.32,-1.85,-2.19,-1.80,-1.31,-1.35,-2.41,-2.97,1.11,-4.21,-2.31,1.61,1.70,EX_TROU
-1.80,2.40,2.13,0.29,1.77,1.45,-0.30,0.12,3.02,1.72,-2.22,2.62,0.79,-3.16,2.22,0.23,-3.10,0.24,-1.12,-2.19,-1.94,-1.43,-0.62,-2.23,-2.05,1.07,-3.23,EX_TROU
1.65,-0.04,1.23,-0.98,0.24,-0.83,-0.85,-0.27,-0.87,0.09,0.32,-0.19,-0.35,1.70,-0.44,-0.54,6.11,-0.42,1.06,-1.69,-3.07,0.71,-2.31,1.56,-0.27,-4.36,3.17,NOT_EX
-0.35,1.70,-0.44,-0.54,6.11,-0.42,1.06,-1.69,-3.07,0.71,-2.31,1.56,-0.27,-4.36,3.17,-1.47,-2.76,3.46,-0.50,-0.23,-1.11,3.98,-1.80,-2.90,0.83,-0.48,0.40,NOT_EX
-1.47,-2.76,3.46,-0.50,-0.23,-1.11,3.98,-1.80,-2.90,0.83,-0.48,0.40,0.12,0.06,-0.01,-0.28,-0.34,-0.70,-0.22,0.19,-0.35,-0.77,3.45,-0.42,-0.26,4.20,-2.09,NOT_EX
0.12,0.06,-0.01,-0.28,-0.34,-0.70,-0.22,0.19,-0.35,-0.77,3.45,-0.42,-0.26,4.20,-2.09,-0.22,-1.28,-1.29,0.73,-3.28,2.07,-0.01,-2.93,2.28,-0.14,-1.23,0.49,NOT_EX
-0.22,-1.28,-1.29,0.73,-3.28,2.07,-0.01,-2.93,2.28,-0.14,-1.23,0.49,1.00,0.51,0.29,1.83,0.32,0.58,0.58,0.16,0.85,-0.21,0.03,-0.28,0.23,0.04,-0.23,NOT_EX
1.83,0.32,0.58,0.58,0.16,0.85,-0.21,0.03,-0.28,0.23,0.04,-0.23,0.18,0.39,-0.56,-0.12,1.14,-0.56,-0.58,4.74,-0.91,2.05,2.74,-1.68,0.94,-3.43,-0.77,NOT_EX
0.18,0.39,-0.56,-0.12,1.14,-0.56,-0.58,4.74,-0.91,2.05,2.74,-1.68,0.94,-3.43,-0.77,0.54,-4.33,1.13,-0.20,-2.77,1.81,0.66,-0.57,-0.60,-1.55,3.86,-1.78,NOT_EX
0.54,-4.33,1.13,-0.20,-2.77,1.81,0.66,-0.57,-0.60,-1.55,3.86,-1.78,-0.27,-0.16,1.99,-0.37,-0.01,-0.35,-0.12,-0.04,-0.60,0.08,0.09,-0.29,-0.11,0.90,-0.17,NOT_EX
-0.27,-0.16,1.99,-0.37,-0.01,-0.35,-0.12,-0.04,-0.60,0.08,0.09,-0.29,-0.11,0.90,-0.17,-0.67,2.75,-0.57,1.44,-0.04,-3.44,2.51,-1.91,0.12,3.03,-2.97,0.17,NOT_EX
-0.67,2.75,-0.57,1.44,-0.04,-3.44,2.51,-1.91,0.12,3.03,-2.97,0.17,1.31,-2.58,0.40,1.95,0.09,-0.34,-0.67,0.08,-0.64,-1.38,-0.40,-0.07,0.48,-0.29,0.03,NOT_EX
1.31,-2.58,0.40,1.95,0.09,-0.34,-0.67,0.08,-0.64,-1.38,-0.40,-0.07,0.48,-0.29,0.03,0.14,-0.05,-0.41,0.22,-0.08,-0.34,0.25,0.01,-0.17,0.19,1.09,-1.05,NOT_EX
0.48,-0.29,0.03,0.14,-0.05,-0.41,0.22,-0.08,-0.34,0.25,0.01,-0.17,0.19,1.09,-1.05,0.08,1.48,-2.13,4.54,-1.87,-1.06,2.81,-0.40,-2.84,1.58,-0.61,-3.29,NOT_EX
0.08,1.48,-2.13,4.54,-1.87,-1.06,2.81,-0.40,-2.84,1.58,-0.61,-3.29,1.40,-0.68,-2.08,-0.94,-0.02,-0.54,0.12,0.33,0.26,0.40,-0.05,0.09,0.08,-0.00,-0.10,NOT_EX
1.40,-0.68,-2.08,-0.94,-0.02,-0.54,0.12,0.33,0.26,0.40,-0.05,0.09,0.08,-0.00,-0.10,0.20,-0.01,-0.03,-0.10,-0.06,-0.43,0.05,0.87,-0.82,-0.25,4.24,-0.25,NOT_EX
0.20,-0.01,-0.03,-0.10,-0.06,-0.43,0.05,0.87,-0.82,-0.25,4.24,-0.25,0.21,6.05,-1.83,-1.90,-2.79,-2.20,-1.35,-4.41,2.37,0.14,-2.72,2.36,1.73,-1.04,0.51,NOT_EX
-1.90,-2.79,-2.20,-1.35,-4.41,2.37,0.14,-2.72,2.36,1.73,-1.04,0.51,0.65,0.48,-0.36,-0.39,0.72,-1.19,-0.32,-0.06,-0.55,0.02,-0.09,-0.55,0.05,0.41,-0.48,NOT_EX
0.65,0.48,-0.36,-0.39,0.72,-1.19,-0.32,-0.06,-0.55,0.02,-0.09,-0.55,0.05,0.41,-0.48,-0.18,1.94,-0.37,-0.39,5.92,-0.59,-0.49,-3.27,-0.95,-1.11,-4.20,2.25,NOT_EX
-0.18,1.94,-0.37,-0.39,5.92,-0.59,-0.49,-3.27,-0.95,-1.11,-4.20,2.25,-0.63,-4.29,3.00,-1.05,-2.29,2.23,3.52,0.47,-0.27,-6.20,4.82,-4.82,-0.01,0.61,1.73,NOT_EX
-0.63,-4.29,3.00,-1.05,-2.29,2.23,3.52,0.47,-0.27,-6.20,4.82,-4.82,-0.01,0.61,1.73,-0.75,-0.17,-0.99,-0.09,-0.02,-0.51,0.28,0.63,-0.30,-0.29,2.22,-0.49,NOT_EX
-0.01,0.61,1.73,-0.75,-0.17,-0.99,-0.09,-0.02,-0.51,0.28,0.63,-0.30,-0.29,2.22,-0.49,0.27,7.22,-0.82,1.28,-2.06,-1.42,1.64,-3.66,0.93,0.68,-3.28,2.02,NOT_EX
0.27,7.22,-0.82,1.28,-2.06,-1.42,1.64,-3.66,0.93,0.68,-3.28,2.02,0.74,-2.36,0.63,1.41,-0.35,0.36,-0.38,-1.73,-1.95,-0.82,0.97,-0.09,-0.22,-0.22,-0.53,NOT_EX
0.74,-2.36,0.63,1.41,-0.35,0.36,-0.38,-1.73,-1.95,-0.82,0.97,-0.09,-0.22,-0.22,-0.53,0.02,-0.06,-0.47,0.17,0.49,-0.28,-0.43,1.99,-0.56,-0.82,4.15,-0.62,NOT_EX
0.02,-0.06,-0.47,0.17,0.49,-0.28,-0.43,1.99,-0.56,-0.82,4.15,-0.62,0.19,1.89,-3.39,0.55,-3.23,0.35,1.42,-3.83,2.23,0.51,-2.33,1.21,1.68,1.08,-0.07,NOT_EX
0.19,1.89,-3.39,0.55,-3.23,0.35,1.42,-3.83,2.23,0.51,-2.33,1.21,1.68,1.08,-0.07,2.87,1.61,-2.13,-1.23,-2.41,-0.37,-0.43,0.23,0.26,0.04,-0.11,-0.20,NOT_EX
2.87,1.61,-2.13,-1.23,-2.41,-0.37,-0.43,0.23,0.26,0.04,-0.11,-0.20,0.11,0.02,0.01,0.17,0.09,0.03,0.46,0.08,-0.09,0.63,0.17,-0.23,0.68,0.05,-1.12,NOT_EX
0.17,0.09,0.03,0.46,0.08,-0.09,0.63,0.17,-0.23,0.68,0.05,-1.12,1.34,0.14,-2.05,2.05,0.19,-2.71,4.43,0.60,-4.28,5.91,-2.40,-3.35,0.40,-0.38,-0.82,NOT_EX
1.34,0.14,-2.05,2.05,0.19,-2.71,4.43,0.60,-4.28,5.91,-2.40,-3.35,0.40,-0.38,-0.82,1.13,-1.76,-1.25,0.79,-0.32,-0.35,1.00,1.62,0.10,0.22,-0.14,0.28,NOT_EX
0.40,-0.38,-0.82,1.13,-1.76,-1.25,0.79,-0.32,-0.35,1.00,1.62,0.10,0.22,-0.14,0.28,0.23,-0.04,0.21,0.28,0.05,0.15,0.27,-0.02,-0.11,-0.37,-0.10,-0.81,NOT_EX
0.23,-0.04,0.21,0.28,0.05,0.15,0.27,-0.02,-0.11,-0.37,-0.10,-0.81,-0.23,0.18,-0.55,-0.25,1.30,-0.41,-0.31,3.06,-0.47,3.13,5.92,0.87,0.26,-3.73,-1.08,NOT_EX
-0.25,1.30,-0.41,-0.31,3.06,-0.47,3.13,5.92,0.87,0.26,-3.73,-1.08,0.39,-4.16,-0.43,-0.04,-2.93,2.13,1.31,-0.35,1.14,1.59,0.62,0.62,1.23,0.29,-0.20,NOT_EX
0.39,-4.16,-0.43,-0.04,-2.93,2.13,1.31,-0.35,1.14,1.59,0.62,0.62,1.23,0.29,-0.20,-0.27,0.07,-0.20,-0.12,-0.11,-0.58,-0.21,-0.04,-0.58,-0.18,0.85,-0.58,NOT_EX
1.23,0.29,-0.20,-0.27,0.07,-0.20,-0.12,-0.11,-0.58,-0.21,-0.04,-0.58,-0.18,0.85,-0.58,-0.60,2.18,-0.54,-0.78,4.24,-3.85,1.08,-3.80,-1.03,-0.20,-3.71,2.14,NOT_EX
-0.60,2.18,-0.54,-0.78,4.24,-3.85,1.08,-3.80,-1.03,-0.20,-3.71,2.14,-0.45,-2.99,2.71,-0.08,-1.82,1.50,1.31,0.27,0.13,-4.97,-2.00,2.60,0.09,-0.18,-0.16,NOT_EX
-0.45,-2.99,2.71,-0.08,-1.82,1.50,1.31,0.27,0.13,-4.97,-2.00,2.60,0.09,-0.18,-0.16,-0.18,-0.05,-0.34,-0.11,0.23,-0.56,-0.20,0.77,-0.42,-0.37,2.36,-0.36,NOT_EX
-0.18,-0.05,-0.34,-0.11,0.23,-0.56,-0.20,0.77,-0.42,-0.37,2.36,-0.36,0.07,5.41,0.17,0.14,5.77,0.16,2.53,-4.31,0.89,1.92,-4.47,1.04,1.32,-2.52,0.88,NOT_EX
0.07,5.41,0.17,0.14,5.77,0.16,2.53,-4.31,0.89,1.92,-4.47,1.04,1.32,-2.52,0.88,1.59,0.17,1.97,0.35,3.15,-3.90,-1.77,0.66,-0.33,0.09,-0.08,-0.13,NOT_EX
1.59,0.17,1.97,0.35,3.15,-3.90,-1.77,0.66,-0.33,0.09,-0.08,-0.13,0.13,0.11,-0.32,0.26,0.40,-0.35,0.01,1.48,-0.27,-0.51,3.30,-0.54,0.87,5.21,-1.88,NOT_EX
0.26,0.40,-0.35,0.01,1.48,-0.27,-0.51,3.30,-0.54,0.87,5.21,-1.88,2.74,-2.85,-1.63,1.33,-4.24,1.00,0.34,-2.74,1.86,1.31,0.33,1.70,1.18,1.60,-1.23,NOT_EX
2.74,-2.85,-1.63,1.33,-4.24,1.00,0.34,-2.74,1.86,1.31,0.33,1.70,1.18,1.60,-1.23,2.17,1.11,-1.70,-0.50,-0.17,0.89,0.10,-0.05,-0.03,0.31,-0.01,-0.08,NOT_EX
2.17,1.11,-1.70,-0.50,-0.17,0.89,0.10,-0.05,-0.03,0.31,-0.01,-0.08,0.19,-0.02,-0.13,0.22,0.06,0.11,0.45,0.02,0.12,0.30,0.06,-0.03,0.35,0.19,-0.35,NOT_EX
0.19,-0.02,-0.13,0.22,0.06,0.11,0.45,0.02,0.12,0.30,0.06,-0.03,0.35,0.19,-0.35,1.13,0.10,-1.93,8.26,-4.66,-6.09,2.12,-2.81,-4.19,1.03,-1.56,-4.28,NOT_EX
1.13,0.10,-1.93,8.26,-4.66,-6.09,2.12,-2.81,-4.19,1.03,-1.56,-4.28,0.23,-0.64,-3.45,0.75,2.65,0.35,0.72,0.21,-0.40,0.95,0.12,0.49,0.74,-0.04,0.49,NOT_EX
0.23,-0.64,-3.45,0.75,2.65,0.35,0.72,0.21,-0.40,0.95,0.12,0.49,0.74,-0.04,0.49,0.76,0.01,0.42,-0.35,-0.26,-0.95,-0.21,0.04,-0.82,-0.09,1.45,-1.08,NOT_EX
0.74,-0.04,0.49,0.76,0.01,0.42,-0.35,-0.26,-0.95,-0.21,0.04,-0.82,-0.09,1.45,-1.08,-0.35,3.19,-0.99,1.85,2.54,-2.41,0.29,-3.55,-0.53,0.41,-3.88,1.93,NOT_EX
-0.35,3.19,-0.99,1.85,2.54,-2.41,0.29,-3.55,-0.53,0.41,-3.88,1.93,0.17,-3.05,3.32,1.61,-1.38,1.41,0.14,1.31,0.65,1.14,-0.18,-1.53,-0.01,-0.16,-0.21,NOT_EX
1.61,-1.38,1.41,0.14,1.31,0.65,1.14,-0.18,-1.53,-0.01,-0.16,-0.21,-0.06,-0.15,-0.43,-0.06,0.56,-0.50,-0.55,1.87,-0.68,-0.33,5.70,0.08,-2.67,-1.54,-2.47,NOT_EX
-0.06,-0.15,-0.43,-0.06,0.56,-0.50,-0.55,1.87,-0.68,-0.33,5.70,0.08,-2.67,-1.54,-2.47,-1.03,-4.35,1.13,-1.39,-3.97,3.56,0.49,-1.91,3.24,1.29,-0.36,-1.03,NOT_EX
-1.51,0.41,-0.91,0.39,0.29,-1.73,0.38,-0.04,-1.48,1.13,2.51,-0.63,-0.38,3.06,-0.37,-0.59,2.86,-0.18,-2.21,0.90,1.04,-1.53,0.15,1.11,-0.88,-0.37,0.85,EX_PEAK
0.08,-0.34,-1.27,0.32,-0.92,-1.65,0.70,0.02,-2.11,-0.65,1.66,-2.12,1.00,2.24,-0.39,0.10,2.55,-0.67,-0.74,2.41,-0.35,-2.12,1.96,0.94,-1.27,0.13,1.19,EX_PEAK
-1.06,0.81,-2.28,0.43,0.71,-2.93,0.26,0.94,-0.57,0.59,1.45,-0.64,-0.17,2.44,-0.88,-1.02,2.61,0.03,-2.32,1.08,1.06,-1.39,-0.01,1.21,-1.47,-0.20,1.20,EX_PEAK
