% Data generated on Wed Nov 18 22:17:55 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
0.62,2.04,-0.49,2.25,-0.52,-3.38,1.37,-0.14,-0.09,1.08,-0.71,3.37,EX_TROU
1.49,2.32,0.65,0.75,2.04,-3.45,3.57,-4.25,0.36,0.65,-1.99,2.67,EX_TROU
0.66,2.69,-0.63,2.70,-0.24,-4.60,-0.76,-2.02,0.88,0.56,-0.96,3.70,EX_TROU
0.02,1.74,1.56,1.43,2.42,-2.74,0.05,-2.49,-0.58,0.33,-1.46,2.22,EX_TROU
0.39,2.35,-0.19,3.84,-1.28,-4.36,-0.89,-2.69,0.51,1.03,-1.12,3.45,EX_TROU
1.53,2.64,0.12,1.64,2.26,-3.14,2.44,-5.18,1.12,-0.89,-1.26,2.85,EX_TROU
-1.81,2.90,5.01,-0.44,2.53,0.64,3.05,0.01,-4.44,-0.96,-2.04,0.48,EX_TROU
-0.06,-1.12,-0.20,-6.30,-0.88,-1.03,0.22,3.88,0.99,0.75,0.28,0.95,NOT_EX
0.22,3.88,0.99,0.75,0.28,0.95,-0.03,-0.18,-0.15,0.02,-0.68,-0.29,NOT_EX
-0.03,-0.18,-0.15,0.02,-0.68,-0.29,0.32,-4.66,-0.45,0.20,3.56,1.94,NOT_EX
0.32,-4.66,-0.45,0.20,3.56,1.94,0.40,0.82,1.29,-0.54,-0.07,-0.22,NOT_EX
0.40,0.82,1.29,-0.54,-0.07,-0.22,0.14,-0.25,-0.32,0.90,-4.17,-0.82,NOT_EX
0.14,-0.25,-0.32,0.90,-4.17,-0.82,0.66,4.67,2.54,-0.50,2.14,-0.14,NOT_EX
0.66,4.67,2.54,-0.50,2.14,-0.14,-2.53,-0.34,0.70,-0.01,-0.35,-0.51,NOT_EX
-2.53,-0.34,0.70,-0.01,-0.35,-0.51,0.29,-2.22,-0.08,1.21,3.33,-0.23,NOT_EX
0.29,-2.22,-0.08,1.21,3.33,-0.23,0.05,3.96,1.52,-2.10,4.86,2.38,NOT_EX
0.05,3.96,1.52,-2.10,4.86,2.38,0.02,-0.16,-0.27,-0.61,-1.76,-0.00,NOT_EX
0.02,-0.16,-0.27,-0.61,-1.76,-0.00,3.13,0.75,5.59,1.17,-2.38,2.17,NOT_EX
3.13,0.75,5.59,1.17,-2.38,2.17,0.07,-0.08,0.10,0.06,-0.20,0.04,NOT_EX
0.07,-0.08,0.10,0.06,-0.20,0.04,4.21,0.85,-1.43,-1.00,2.47,1.91,NOT_EX
4.21,0.85,-1.43,-1.00,2.47,1.91,1.42,-8.42,-2.26,0.11,0.03,-0.22,NOT_EX
1.42,-8.42,-2.26,0.11,0.03,-0.22,0.01,-0.48,-0.23,-0.27,-3.97,-2.17,NOT_EX
0.01,-0.48,-0.23,-0.27,-3.97,-2.17,-0.72,3.96,1.98,1.19,-1.38,-0.63,NOT_EX
-0.72,3.96,1.98,1.19,-1.38,-0.63,0.24,0.11,-0.42,0.01,-0.85,-0.09,NOT_EX
0.24,0.11,-0.42,0.01,-0.85,-0.09,0.49,0.20,-0.66,0.50,2.86,2.66,NOT_EX
0.49,0.20,-0.66,0.50,2.86,2.66,1.13,-0.70,0.93,0.06,0.05,-0.23,NOT_EX
1.13,-0.70,0.93,0.06,0.05,-0.23,0.12,-1.29,-0.16,-1.85,1.59,-3.29,NOT_EX
0.12,-1.29,-0.16,-1.85,1.59,-3.29,-0.72,4.27,1.04,-1.18,-0.53,0.26,NOT_EX
-0.72,4.27,1.04,-1.18,-0.53,0.26,-0.08,-0.34,-0.41,0.30,-2.32,-0.25,NOT_EX
-0.08,-0.34,-0.41,0.30,-2.32,-0.25,0.23,3.34,-0.41,0.82,2.42,0.71,NOT_EX
0.23,3.34,-0.41,0.82,2.42,0.71,6.91,-3.53,2.87,0.04,0.04,-0.19,NOT_EX
6.91,-3.53,2.87,0.04,0.04,-0.19,-0.62,-0.13,-1.18,-4.86,1.09,-7.16,NOT_EX
-0.62,-0.13,-1.18,-4.86,1.09,-7.16,-0.80,0.18,0.78,0.16,0.08,-0.27,NOT_EX
-0.80,0.18,0.78,0.16,0.08,-0.27,-0.14,-0.33,-0.18,0.28,-2.13,-0.39,NOT_EX
-0.14,-0.33,-0.18,0.28,-2.13,-0.39,-3.98,4.66,1.08,-0.50,3.14,0.60,NOT_EX
-3.98,4.66,1.08,-0.50,3.14,0.60,1.68,-3.03,-1.08,-0.05,-0.15,-0.27,NOT_EX
1.68,-3.03,-1.08,-0.05,-0.15,-0.27,0.11,-0.88,-0.36,1.95,0.54,-1.08,NOT_EX
0.11,-0.88,-0.36,1.95,0.54,-1.08,0.69,3.50,3.05,0.01,-1.18,0.78,NOT_EX
0.69,3.50,3.05,0.01,-1.18,0.78,-0.07,-0.37,-0.16,0.20,-0.76,-0.27,NOT_EX
-0.07,-0.37,-0.16,0.20,-0.76,-0.27,-1.42,-4.96,-0.88,-0.93,4.16,0.23,NOT_EX
-1.42,-4.96,-0.88,-0.93,4.16,0.23,-0.28,-0.64,0.24,0.26,-0.04,-0.27,NOT_EX
-0.28,-0.64,0.24,0.26,-0.04,-0.27,0.03,-0.92,-0.21,-1.22,-6.92,-0.11,NOT_EX
0.03,-0.92,-0.21,-1.22,-6.92,-0.11,-1.81,4.60,1.90,-0.06,-0.84,1.06,NOT_EX
-1.81,4.60,1.90,-0.06,-0.84,1.06,-0.11,-0.06,-0.14,0.05,-0.68,0.11,NOT_EX
-0.11,-0.06,-0.14,0.05,-0.68,0.11,2.48,1.15,-1.31,3.17,-0.87,6.84,NOT_EX
2.48,1.15,-1.31,3.17,-0.87,6.84,0.98,0.09,2.63,-0.56,-0.10,0.22,NOT_EX
0.98,0.09,2.63,-0.56,-0.10,0.22,-0.11,-0.13,0.16,-0.03,-0.29,-0.09,NOT_EX
-0.11,-0.13,0.16,-0.03,-0.29,-0.09,0.51,0.64,-0.41,-1.44,1.16,1.92,NOT_EX
0.51,0.64,-0.41,-1.44,1.16,1.92,0.41,-0.17,-2.23,0.23,-0.06,-0.44,NOT_EX
0.41,-0.17,-2.23,0.23,-0.06,-0.44,0.08,-1.40,-0.32,-3.01,0.79,-1.75,NOT_EX
0.08,-1.40,-0.32,-3.01,0.79,-1.75,-0.87,3.26,0.27,2.37,-2.32,0.80,NOT_EX
-0.87,3.26,0.27,2.37,-2.32,0.80,0.24,0.07,-0.50,-0.00,-0.34,-0.56,NOT_EX
0.24,0.07,-0.50,-0.00,-0.34,-0.56,0.29,-5.29,-1.84,0.56,3.50,2.07,NOT_EX
0.29,-5.29,-1.84,0.56,3.50,2.07,-2.30,1.04,0.43,0.19,0.06,-0.07,NOT_EX
-0.24,-0.53,-0.56,-0.57,-0.07,-2.09,0.82,2.68,0.57,-1.42,1.37,1.37,EX_PEAK
0.10,-2.61,-0.48,0.27,0.25,-2.06,-0.11,3.59,-2.61,-0.83,1.59,0.28,EX_PEAK
-0.25,-3.15,-1.00,0.26,0.57,-3.05,1.05,2.83,-1.84,-1.01,1.83,0.94,EX_PEAK
0.18,-0.91,-0.44,2.90,-0.81,-1.66,0.27,1.92,-3.09,0.24,1.32,-0.27,EX_PEAK
-1.47,-1.29,0.84,1.58,-4.35,-2.41,0.71,0.65,-2.36,0.68,1.61,0.28,EX_PEAK
-2.28,-2.86,-0.54,1.15,0.62,-2.88,-0.51,2.28,-1.48,-2.15,0.80,2.58,EX_PEAK
1.07,-3.99,-1.17,0.46,0.76,-1.94,1.69,2.46,-2.11,-0.87,2.40,-0.10,EX_PEAK
-0.06,-1.66,0.29,2.85,0.75,-2.46,-1.91,1.50,-3.05,-0.51,0.94,-0.27,EX_PEAK
0.21,-4.05,0.14,0.62,0.33,-3.76,-1.34,1.39,-2.24,-1.42,0.33,0.90,EX_PEAK
1.25,-1.00,-0.42,1.78,0.62,-1.80,1.35,-0.25,-0.74,-1.08,1.79,0.57,EX_PEAK
-1.42,1.37,1.37,-2.76,-1.99,3.13,0.10,-2.61,-0.48,0.27,0.25,-2.06,EX_TROU
-0.83,1.59,0.28,-2.47,-1.32,2.16,-0.25,-3.15,-1.00,0.26,0.57,-3.05,EX_TROU
-2.74,-0.15,2.81,0.18,-0.91,-0.44,2.90,-0.81,-1.66,0.27,1.92,-3.09,EX_TROU
-1.19,0.86,0.72,-1.47,-1.29,0.84,1.58,-4.35,-2.41,0.71,0.65,-2.36,EX_TROU
0.46,0.76,-1.94,1.69,2.46,-2.11,-0.87,2.40,-0.10,-2.00,-0.87,0.63,EX_TROU
-0.87,2.40,-0.10,-2.00,-0.87,0.63,-0.06,-1.66,0.29,2.85,0.75,-2.46,EX_TROU
-3.49,-0.16,2.38,-0.18,-0.82,-0.06,0.21,-4.05,0.14,0.62,0.33,-3.76,EX_TROU
-1.42,0.33,0.90,-0.94,-0.88,1.51,1.25,-1.00,-0.42,1.78,0.62,-1.80,EX_TROU
-0.17,-2.27,-0.55,0.19,-0.40,1.93,-1.62,2.94,1.01,1.79,0.77,-1.55,EX_PEAK
-0.50,-2.53,1.23,-0.16,0.45,1.91,0.89,2.87,-0.79,0.78,0.81,-0.97,EX_PEAK
-0.35,-1.61,0.58,-0.69,-0.27,2.76,1.26,2.80,-0.44,0.15,1.05,-2.15,EX_PEAK
1.78,0.76,1.20,-1.29,0.38,1.52,2.70,1.76,-0.37,1.40,0.70,-1.22,EX_PEAK
1.59,-3.74,-0.17,1.33,-2.23,1.10,-1.36,1.28,1.25,0.30,2.25,0.30,EX_PEAK
1.43,-4.01,0.01,-0.17,0.80,1.70,0.94,1.45,1.45,-0.29,1.72,-1.27,EX_PEAK
0.39,-6.11,2.37,-0.33,1.46,0.25,0.72,3.33,-1.03,1.87,0.25,-1.73,EX_PEAK
-1.66,-3.37,2.43,1.43,1.14,0.69,2.50,3.05,-1.06,1.57,-0.07,-1.94,EX_PEAK
-1.19,-0.94,0.40,-1.76,2.60,2.94,2.40,2.28,-2.20,1.59,-0.40,-0.85,EX_PEAK
-0.48,-1.91,0.19,1.14,-2.10,1.90,1.06,2.18,0.05,0.14,1.83,-3.03,EX_PEAK
1.79,0.77,-1.55,1.16,-0.50,-0.99,-0.50,-2.53,1.23,-0.16,0.45,1.91,EX_TROU
0.89,2.87,-0.79,0.78,0.81,-0.97,0.76,-2.45,-0.01,-0.35,-1.61,0.58,EX_TROU
1.26,2.80,-0.44,0.15,1.05,-2.15,2.16,-1.28,-0.15,1.78,0.76,1.20,EX_TROU
2.70,1.76,-0.37,1.40,0.70,-1.22,1.59,-3.74,-0.17,1.33,-2.23,1.10,EX_TROU
0.30,2.25,0.30,2.01,0.19,-2.35,1.43,-4.01,0.01,-0.17,0.80,1.70,EX_TROU
-0.29,1.72,-1.27,2.53,-0.53,-2.18,0.39,-6.11,2.37,-0.33,1.46,0.25,EX_TROU
1.87,0.25,-1.73,0.27,-1.11,0.32,-1.66,-3.37,2.43,1.43,1.14,0.69,EX_TROU
1.57,-0.07,-1.94,0.83,-1.36,-0.07,-1.19,-0.94,0.40,-1.76,2.60,2.94,EX_TROU
2.40,2.28,-2.20,1.59,-0.40,-0.85,-0.48,-1.91,0.19,1.14,-2.10,1.90,EX_TROU
0.21,1.80,-0.08,-0.56,2.34,1.64,1.07,-0.58,1.28,0.41,-0.15,-0.13,NOT_EX
1.07,-0.58,1.28,0.41,-0.15,-0.13,-0.15,-0.18,-0.07,0.58,-2.93,-1.37,NOT_EX
-0.15,-0.18,-0.07,0.58,-2.93,-1.37,-0.60,2.36,2.16,-0.35,1.02,3.93,NOT_EX
-0.60,2.36,2.16,-0.35,1.02,3.93,0.95,0.62,-0.55,-0.24,-0.24,-0.12,NOT_EX
0.95,0.62,-0.55,-0.24,-0.24,-0.12,0.14,-2.27,-0.92,-1.20,2.33,2.94,NOT_EX
0.14,-2.27,-0.92,-1.20,2.33,2.94,-2.03,3.65,0.89,1.80,-2.36,-5.51,NOT_EX
-2.03,3.65,0.89,1.80,-2.36,-5.51,-0.56,0.31,0.11,-0.12,-0.55,-0.30,NOT_EX
-0.56,0.31,0.11,-0.12,-0.55,-0.30,-5.61,-1.66,-2.44,-2.03,4.02,2.09,NOT_EX
-5.61,-1.66,-2.44,-2.03,4.02,2.09,0.69,0.06,-0.13,0.06,-0.03,0.05,NOT_EX
0.69,0.06,-0.13,0.06,-0.03,0.05,-0.00,-0.15,-0.17,-1.40,-1.93,-1.90,NOT_EX
-0.00,-0.15,-0.17,-1.40,-1.93,-1.90,0.98,0.92,4.60,2.62,-0.13,0.76,NOT_EX
0.98,0.92,4.60,2.62,-0.13,0.76,0.19,-0.30,0.02,0.07,0.01,-0.02,NOT_EX
0.19,-0.30,0.02,0.07,0.01,-0.02,0.01,-0.22,-0.18,6.03,-3.48,0.14,NOT_EX
0.01,-0.22,-0.18,6.03,-3.48,0.14,1.34,0.87,3.87,0.32,0.03,0.98,NOT_EX
1.34,0.87,3.87,0.32,0.03,0.98,2.12,-0.60,0.01,-0.12,-0.03,0.05,NOT_EX
2.12,-0.60,0.01,-0.12,-0.03,0.05,-0.37,-0.75,-0.37,3.08,0.88,-2.55,NOT_EX
-0.37,-0.75,-0.37,3.08,0.88,-2.55,-1.56,3.01,3.22,0.21,-4.90,-2.02,NOT_EX
-1.56,3.01,3.22,0.21,-4.90,-2.02,0.29,0.09,-0.24,-0.27,-0.50,-0.27,NOT_EX
0.29,0.09,-0.24,-0.27,-0.50,-0.27,2.76,-6.10,-3.84,-0.98,2.57,2.24,NOT_EX
2.76,-6.10,-3.84,-0.98,2.57,2.24,1.19,2.08,0.30,-0.60,0.64,-0.03,NOT_EX
1.19,2.08,0.30,-0.60,0.64,-0.03,-0.09,-0.03,-0.12,0.17,-2.88,-1.59,NOT_EX
-0.09,-0.03,-0.12,0.17,-2.88,-1.59,0.87,0.76,-1.21,-1.89,2.64,1.88,NOT_EX
0.87,0.76,-1.21,-1.89,2.64,1.88,2.53,-3.23,1.10,-0.19,-0.06,-0.03,NOT_EX
2.53,-3.23,1.10,-0.19,-0.06,-0.03,-0.33,-0.69,-0.01,-2.44,-4.08,-1.41,NOT_EX
-0.33,-0.69,-0.01,-2.44,-4.08,-1.41,-0.54,3.46,3.75,-1.67,-0.22,1.05,NOT_EX
-0.54,3.46,3.75,-1.67,-0.22,1.05,-0.47,0.27,-0.16,0.21,0.07,-0.18,NOT_EX
-0.47,0.27,-0.16,0.21,0.07,-0.18,-0.38,-1.47,-0.28,2.32,1.30,3.16,NOT_EX
-0.38,-1.47,-0.28,2.32,1.30,3.16,1.70,-0.03,4.59,1.44,0.00,-0.41,NOT_EX
1.70,-0.03,4.59,1.44,0.00,-0.41,0.45,-0.06,-0.21,0.00,0.06,-0.18,NOT_EX
0.45,-0.06,-0.21,0.00,0.06,-0.18,-0.49,-2.28,-1.20,-2.50,2.56,2.74,NOT_EX
-0.49,-2.28,-1.20,-2.50,2.56,2.74,-0.67,1.87,2.60,-1.57,-9.49,-5.10,NOT_EX
-0.67,1.87,2.60,-1.57,-9.49,-5.10,0.30,0.09,-0.23,-0.41,-0.71,-0.18,NOT_EX
0.30,0.09,-0.23,-0.41,-0.71,-0.18,2.34,-5.22,-2.34,-1.13,2.76,3.33,NOT_EX
2.34,-5.22,-2.34,-1.13,2.76,3.33,-0.34,1.42,1.42,-2.28,1.73,-0.18,NOT_EX
-0.34,1.42,1.42,-2.28,1.73,-0.18,-0.10,0.01,-0.09,-0.90,-1.92,-0.77,NOT_EX
-0.10,0.01,-0.09,-0.90,-1.92,-0.77,2.04,0.96,-3.11,-0.61,1.87,2.45,NOT_EX
2.04,0.96,-3.11,-0.61,1.87,2.45,-1.98,-3.58,-5.68,-0.08,0.06,-0.07,NOT_EX
-1.98,-3.58,-5.68,-0.08,0.06,-0.07,-0.24,-0.36,-0.28,-3.55,-1.26,-1.74,NOT_EX
-0.24,-0.36,-0.28,-3.55,-1.26,-1.74,2.14,0.55,3.46,-0.03,-2.11,3.14,NOT_EX
2.14,0.55,3.46,-0.03,-2.11,3.14,-1.32,0.83,0.01,0.76,-0.08,-0.28,NOT_EX
-1.32,0.83,0.01,0.76,-0.08,-0.28,0.21,-0.15,-0.07,2.25,-3.45,-1.60,NOT_EX
0.21,-0.15,-0.07,2.25,-3.45,-1.60,1.57,0.78,2.84,-0.77,0.40,3.03,NOT_EX
1.57,0.78,2.84,-0.77,0.40,3.03,-0.25,-0.40,-1.37,0.50,-0.21,0.07,NOT_EX
-0.25,-0.40,-1.37,0.50,-0.21,0.07,-0.08,0.07,-0.08,0.01,-2.09,-1.27,NOT_EX
-0.08,0.07,-0.08,0.01,-2.09,-1.27,2.15,0.63,-1.08,-0.61,2.04,2.22,NOT_EX
2.15,0.63,-1.08,-0.61,2.04,2.22,-0.27,-0.72,1.41,0.22,-0.14,-0.10,NOT_EX
-0.27,-0.72,1.41,0.22,-0.14,-0.10,0.03,0.01,-0.08,0.02,-0.64,-0.37,NOT_EX
0.03,0.01,-0.08,0.02,-0.64,-0.37,-0.20,-3.48,-3.19,-0.42,2.79,2.31,NOT_EX
-0.20,-3.48,-3.19,-0.42,2.79,2.31,0.25,1.75,0.05,4.39,-1.30,-0.40,NOT_EX
0.25,1.75,0.05,4.39,-1.30,-0.40,-0.28,0.07,-0.00,-0.09,-0.74,-0.43,NOT_EX
-0.28,0.07,-0.00,-0.09,-0.74,-0.43,-1.33,-4.05,-3.40,-0.44,1.96,2.43,NOT_EX
-1.33,-4.05,-3.40,-0.44,1.96,2.43,-0.15,0.59,1.46,-0.14,-1.25,-0.39,NOT_EX
-0.15,0.59,1.46,-0.14,-1.25,-0.39,-0.11,0.07,0.03,-0.33,-0.37,-0.18,NOT_EX
-0.11,0.07,0.03,-0.33,-0.37,-0.18,2.45,-4.89,-2.85,1.01,0.98,3.52,NOT_EX
2.45,-4.89,-2.85,1.01,0.98,3.52,1.02,-1.33,4.97,5.01,-4.19,-2.46,NOT_EX
1.02,-1.33,4.97,5.01,-4.19,-2.46,-0.83,0.63,0.04,0.11,-0.03,0.05,NOT_EX
-0.83,0.63,0.04,0.11,-0.03,0.05,-0.08,-0.15,0.04,0.08,-0.07,0.03,NOT_EX
