% Data generated on Wed Nov 18 22:18:01 GMT 2015
% by find-and-format
% produced by Daniel Playle (dan@dan.re)
%
@RELATION gdp

@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE y1 NUMERIC
@ATTRIBUTE z1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE y2 NUMERIC
@ATTRIBUTE z2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE y3 NUMERIC
@ATTRIBUTE z3 NUMERIC
@ATTRIBUTE x4 NUMERIC
@ATTRIBUTE y4 NUMERIC
@ATTRIBUTE z4 NUMERIC
@ATTRIBUTE x5 NUMERIC
@ATTRIBUTE y5 NUMERIC
@ATTRIBUTE z5 NUMERIC
@ATTRIBUTE class {EX_PEAK,EX_TROU,NOT_EX}

@DATA
-0.07,0.04,-0.13,0.20,-2.58,-0.36,-3.44,-0.67,-0.11,-0.43,3.30,0.83,-0.31,0.90,0.53,NOT_EX
-3.44,-0.67,-0.11,-0.43,3.30,0.83,-0.31,0.90,0.53,0.24,0.11,-0.50,-0.17,-0.13,0.11,NOT_EX
0.24,0.11,-0.50,-0.17,-0.13,0.11,0.17,-0.07,-0.49,-0.19,-0.38,-0.35,-0.81,-3.61,-0.73,NOT_EX
0.17,-0.07,-0.49,-0.19,-0.38,-0.35,-0.81,-3.61,-0.73,1.63,1.37,0.18,1.66,1.74,3.10,NOT_EX
1.63,1.37,0.18,1.66,1.74,3.10,-0.39,1.27,0.44,0.24,-0.43,-0.02,0.17,0.01,-0.39,NOT_EX
-0.39,1.27,0.44,0.24,-0.43,-0.02,0.17,0.01,-0.39,0.25,0.07,-0.61,-0.06,-1.10,-0.32,NOT_EX
0.25,0.07,-0.61,-0.06,-1.10,-0.32,0.14,-5.02,-1.96,-1.09,3.48,1.27,-0.64,1.47,0.78,NOT_EX
0.14,-5.02,-1.96,-1.09,3.48,1.27,-0.64,1.47,0.78,0.90,0.12,-0.78,-0.23,-0.17,-0.18,NOT_EX
0.90,0.12,-0.78,-0.23,-0.17,-0.18,-0.01,-0.04,-0.34,-0.12,-0.45,-0.39,0.16,-5.93,-1.58,NOT_EX
-0.01,-0.04,-0.34,-0.12,-0.45,-0.39,0.16,-5.93,-1.58,-0.31,3.64,0.60,-0.89,2.41,1.77,NOT_EX
-0.31,3.64,0.60,-0.89,2.41,1.77,0.07,0.32,-0.29,1.20,-0.17,-0.32,0.37,0.11,-0.27,NOT_EX
0.07,0.32,-0.29,1.20,-0.17,-0.32,0.37,0.11,-0.27,0.15,0.05,-0.45,-0.31,-1.18,-0.25,NOT_EX
0.15,0.05,-0.45,-0.31,-1.18,-0.25,0.85,-0.27,-0.95,0.97,2.48,1.46,1.04,-0.82,2.71,NOT_EX
0.97,2.48,1.46,1.04,-0.82,2.71,2.17,-3.30,3.73,2.73,2.58,-1.05,-0.55,-0.20,0.28,NOT_EX
2.17,-3.30,3.73,2.73,2.58,-1.05,-0.55,-0.20,0.28,0.25,-0.06,0.19,0.08,-0.03,0.00,NOT_EX
-0.55,-0.20,0.28,0.25,-0.06,0.19,0.08,-0.03,0.00,0.89,0.05,0.03,1.04,-1.20,4.26,NOT_EX
0.89,0.05,0.03,1.04,-1.20,4.26,1.65,-0.28,2.28,0.23,-2.23,0.32,-1.18,-0.12,0.26,NOT_EX
1.65,-0.28,2.28,0.23,-2.23,0.32,-1.18,-0.12,0.26,-0.05,-0.04,0.11,0.17,0.02,0.09,NOT_EX
-0.05,-0.04,0.11,0.17,0.02,0.09,0.86,0.14,-0.04,-0.01,0.00,-0.01,-0.07,-0.02,-0.06,NOT_EX
-0.01,0.00,-0.01,-0.07,-0.02,-0.06,-0.02,-0.02,-0.04,-0.02,-0.03,-0.01,0.01,-0.00,-0.00,NOT_EX
-0.02,-0.02,-0.04,-0.02,-0.03,-0.01,0.01,-0.00,-0.00,-0.13,-0.05,0.10,-0.17,-0.11,0.05,NOT_EX
-0.13,-0.05,0.10,-0.17,-0.11,0.05,0.30,-0.04,-0.26,0.30,0.07,-0.12,-0.06,0.08,-0.03,NOT_EX
0.30,-0.04,-0.26,0.30,0.07,-0.12,-0.06,0.08,-0.03,-0.23,-0.38,0.11,-0.28,0.44,0.26,NOT_EX
-0.23,-0.38,0.11,-0.28,0.44,0.26,-0.56,2.00,0.80,-1.48,-0.00,1.04,-1.01,-3.53,-0.71,NOT_EX
-0.56,2.00,0.80,-1.48,-0.00,1.04,-1.01,-3.53,-0.71,-0.43,-0.17,-0.02,0.16,0.01,-0.23,NOT_EX
-0.43,-0.17,-0.02,0.16,0.01,-0.23,-0.21,-0.47,-0.42,-0.63,-4.03,-0.82,0.97,3.29,-0.30,NOT_EX
-0.21,-0.47,-0.42,-0.63,-4.03,-0.82,0.97,3.29,-0.30,-0.46,2.59,1.16,-0.05,0.84,-0.14,NOT_EX
-0.46,2.59,1.16,-0.05,0.84,-0.14,1.70,-0.50,-2.09,0.21,0.03,-0.14,-0.03,-0.16,-0.27,NOT_EX
1.70,-0.50,-2.09,0.21,0.03,-0.14,-0.03,-0.16,-0.27,0.07,-1.76,-0.29,1.26,-4.61,-2.08,NOT_EX
0.07,-1.76,-0.29,1.26,-4.61,-2.08,0.12,3.11,1.50,-0.46,1.50,1.62,0.99,-0.58,-0.81,NOT_EX
0.12,3.11,1.50,-0.46,1.50,1.62,0.99,-0.58,-0.81,-0.36,-0.22,-0.17,-0.36,-0.07,-0.02,NOT_EX
0.99,-0.58,-0.81,-0.36,-0.22,-0.17,-0.36,-0.07,-0.02,-0.10,-0.10,-0.41,-0.63,-2.45,-0.49,NOT_EX
-0.10,-0.10,-0.41,-0.63,-2.45,-0.49,1.55,2.84,-1.20,-1.18,3.28,0.96,-1.97,0.65,0.97,NOT_EX
-1.18,3.28,0.96,-1.97,0.65,0.97,1.37,-0.29,-0.49,-0.09,-0.00,-0.11,0.09,-0.06,-0.22,NOT_EX
1.37,-0.29,-0.49,-0.09,-0.00,-0.11,0.09,-0.06,-0.22,-0.04,-0.86,-0.50,0.61,-5.83,-1.42,NOT_EX
-0.04,-0.86,-0.50,0.61,-5.83,-1.42,-0.93,2.75,1.59,-0.41,1.68,1.53,-0.21,-0.05,-0.28,NOT_EX
-0.93,2.75,1.59,-0.41,1.68,1.53,-0.21,-0.05,-0.28,-0.04,-0.70,0.36,0.29,0.01,-0.10,NOT_EX
-0.21,-0.05,-0.28,-0.04,-0.70,0.36,0.29,0.01,-0.10,-0.29,-0.03,-0.02,-0.80,0.08,-0.76,NOT_EX
-0.29,-0.03,-0.02,-0.80,0.08,-0.76,-1.21,-0.19,-0.60,-2.84,2.75,-2.51,-2.34,2.28,-3.37,NOT_EX
-2.84,2.75,-2.51,-2.34,2.28,-3.37,-0.22,1.27,-1.57,-1.00,0.43,-1.28,0.75,-1.30,-0.30,NOT_EX
-0.22,1.27,-1.57,-1.00,0.43,-1.28,0.75,-1.30,-0.30,-0.56,-0.02,-0.08,0.29,0.14,-0.34,NOT_EX
0.75,-1.30,-0.30,-0.56,-0.02,-0.08,0.29,0.14,-0.34,-0.13,-0.06,-0.19,-0.58,-1.30,-0.13,NOT_EX
-0.13,-0.06,-0.19,-0.58,-1.30,-0.13,0.30,-5.29,-1.29,-1.32,3.14,0.12,-0.33,2.07,0.97,NOT_EX
0.30,-5.29,-1.29,-1.32,3.14,0.12,-0.33,2.07,0.97,-0.23,0.74,0.18,-1.14,-1.17,-0.54,NOT_EX
-0.23,0.74,0.18,-1.14,-1.17,-0.54,0.14,-0.07,-0.30,0.13,0.10,-0.30,-0.10,-0.79,-0.30,NOT_EX
0.14,-0.07,-0.30,0.13,0.10,-0.30,-0.10,-0.79,-0.30,0.01,-5.60,-0.83,0.67,2.79,0.46,NOT_EX
0.01,-5.60,-0.83,0.67,2.79,0.46,0.43,1.26,2.56,0.01,0.76,-0.91,1.50,0.14,-0.49,NOT_EX
0.01,0.76,-0.91,1.50,0.14,-0.49,-0.08,0.02,-0.16,-0.18,-0.19,-0.45,-0.42,-1.66,-0.25,NOT_EX
-0.08,0.02,-0.16,-0.18,-0.19,-0.45,-0.42,-1.66,-0.25,-1.71,-0.65,-0.60,-0.82,3.67,1.31,NOT_EX
-1.71,-0.65,-0.60,-0.82,3.67,1.31,-0.20,0.41,1.72,0.76,-3.76,-1.86,-0.04,-0.04,-0.21,NOT_EX
-0.20,0.41,1.72,0.76,-3.76,-1.86,-0.04,-0.04,-0.21,-0.43,-0.14,0.04,-0.10,-0.22,-0.56,NOT_EX
-0.04,-0.04,-0.21,-0.43,-0.14,0.04,-0.10,-0.22,-0.56,-0.14,-4.91,-1.36,0.68,1.59,-0.23,NOT_EX
-0.14,-4.91,-1.36,0.68,1.59,-0.23,-0.09,2.32,1.99,-1.02,0.46,0.05,0.28,-0.49,-0.31,NOT_EX
-0.09,2.32,1.99,-1.02,0.46,0.05,0.28,-0.49,-0.31,0.35,0.07,-0.23,-0.11,0.03,-0.13,NOT_EX
0.35,0.07,-0.23,-0.11,0.03,-0.13,0.01,-0.18,-0.31,-0.04,-2.78,-0.41,0.26,2.06,-0.26,NOT_EX
0.01,-0.18,-0.31,-0.04,-2.78,-0.41,0.26,2.06,-0.26,0.59,1.91,2.96,1.98,-3.70,5.28,NOT_EX
0.59,1.91,2.96,1.98,-3.70,5.28,-0.93,0.10,0.18,0.75,0.11,-0.23,0.34,0.04,-0.12,NOT_EX
-1.08,0.15,-2.93,-0.82,1.97,-2.39,-0.98,2.79,-0.34,-1.32,-0.40,2.41,-3.68,-2.88,1.40,EX_PEAK
1.71,-0.33,-3.41,-0.21,-0.13,-2.20,-1.04,2.23,-0.76,-2.32,0.73,2.80,-1.19,-1.04,1.93,EX_PEAK
-1.24,-2.99,-0.55,-0.28,0.68,-2.61,2.39,1.32,-3.39,-1.42,2.20,-0.02,-2.14,-0.36,3.53,EX_PEAK
-1.43,1.76,-3.27,1.09,2.89,-1.14,-0.41,2.24,-0.05,-1.92,0.82,0.59,-1.02,-0.06,0.59,EX_PEAK
-1.29,2.20,0.88,-1.32,0.85,-1.53,1.36,2.63,-0.94,-1.88,-0.05,2.45,-0.83,-1.05,1.35,EX_PEAK
1.86,-1.41,-2.57,-2.63,4.24,-1.49,0.76,-1.68,-2.96,-0.73,3.77,-0.37,0.55,0.90,0.69,EX_PEAK
1.08,1.58,-1.09,1.77,-1.08,-3.94,-0.32,2.60,-0.81,-1.92,-0.60,3.29,-0.75,-0.76,1.77,EX_PEAK
-2.30,-0.10,0.68,3.08,-1.77,-5.80,0.58,1.32,-3.59,0.27,2.76,-1.15,-3.91,-0.04,2.84,EX_PEAK
-2.80,1.19,2.49,-1.11,-0.90,1.14,-0.45,-2.28,0.80,-1.08,0.15,-2.93,-0.82,1.97,-2.39,EX_TROU
-1.32,-0.40,2.41,-3.68,-2.88,1.40,1.71,-0.33,-3.41,-0.21,-0.13,-2.20,-1.04,2.23,-0.76,EX_TROU
-2.32,0.73,2.80,-1.19,-1.04,1.93,-1.24,-2.99,-0.55,-0.28,0.68,-2.61,2.39,1.32,-3.39,EX_TROU
-2.14,-0.36,3.53,-1.99,-2.29,1.39,-1.20,-6.13,-0.58,-1.43,1.76,-3.27,1.09,2.89,-1.14,EX_TROU
-1.92,0.82,0.59,-1.02,-0.06,0.59,-2.72,-2.78,0.65,-1.29,2.20,0.88,-1.32,0.85,-1.53,EX_TROU
-1.88,-0.05,2.45,-0.83,-1.05,1.35,1.86,-1.41,-2.57,-2.63,4.24,-1.49,0.76,-1.68,-2.96,EX_TROU
-0.73,3.77,-0.37,0.55,0.90,0.69,-2.33,-3.41,0.76,1.08,1.58,-1.09,1.77,-1.08,-3.94,EX_TROU
-1.92,-0.60,3.29,-0.75,-0.76,1.77,-2.30,-0.10,0.68,3.08,-1.77,-5.80,0.58,1.32,-3.59,EX_TROU
-0.53,0.02,2.63,-0.45,-0.84,1.72,3.03,1.51,-0.52,0.35,2.03,-1.44,0.46,0.07,-0.56,EX_PEAK
-0.15,-1.16,-0.10,1.27,-1.31,1.34,1.52,1.99,0.25,1.86,2.02,-3.12,3.00,-1.32,-3.58,EX_PEAK
1.37,-0.14,-0.09,1.11,0.08,0.40,-1.97,2.49,2.40,0.69,2.33,0.83,0.98,2.05,-3.54,EX_PEAK
-0.10,-1.56,2.94,1.60,-1.94,3.13,1.10,2.46,0.57,2.14,2.59,-1.99,2.70,-0.24,-4.60,EX_PEAK
-0.47,-1.06,2.23,0.19,0.02,3.42,0.27,2.26,0.66,1.43,2.42,-2.74,3.21,-2.79,-2.81,EX_PEAK
0.23,-0.87,1.64,0.50,1.75,2.53,0.39,2.35,-0.19,2.83,1.25,-4.18,3.64,-4.31,-2.14,EX_PEAK
-0.02,-2.22,2.41,-3.26,1.07,5.75,1.53,2.64,0.12,1.56,2.27,-2.79,3.37,-1.27,-2.96,EX_PEAK
0.84,-1.88,2.81,-1.81,2.90,5.01,-0.65,2.30,0.76,1.15,1.65,-3.84,3.21,-4.28,-1.20,EX_PEAK
0.19,1.41,-0.55,0.93,1.40,-1.75,2.70,-2.53,-2.67,0.47,-2.34,1.27,-0.53,0.02,2.63,EX_TROU
0.46,0.07,-0.56,-0.26,-0.14,1.19,-0.15,-1.16,-0.10,1.27,-1.31,1.34,1.52,1.99,0.25,EX_TROU
1.86,2.02,-3.12,3.00,-1.32,-3.58,1.37,-0.14,-0.09,1.11,0.08,0.40,-1.97,2.49,2.40,EX_TROU
0.69,2.33,0.83,0.98,2.05,-3.54,3.57,-4.25,0.36,-0.10,-1.56,2.94,1.60,-1.94,3.13,EX_TROU
2.14,2.59,-1.99,2.70,-0.24,-4.60,-0.90,-1.51,0.12,-0.47,-1.06,2.23,0.19,0.02,3.42,EX_TROU
0.27,2.26,0.66,1.43,2.42,-2.74,3.21,-2.79,-2.81,0.49,-0.35,0.33,0.23,-0.87,1.64,EX_TROU
0.39,2.35,-0.19,2.83,1.25,-4.18,3.64,-4.31,-2.14,-0.02,-2.22,2.41,-3.26,1.07,5.75,EX_TROU
1.53,2.64,0.12,1.56,2.27,-2.79,3.37,-1.27,-2.96,2.20,-4.52,1.81,0.84,-1.88,2.81,EX_TROU
-0.65,2.30,0.76,1.15,1.65,-3.84,3.21,-4.28,-1.20,1.01,0.53,0.57,2.86,-2.09,2.93,EX_TROU
-0.00,-2.63,-0.19,-1.61,1.33,-1.58,0.22,3.88,0.99,0.02,0.80,1.43,-0.56,0.45,0.07,NOT_EX
0.02,0.80,1.43,-0.56,0.45,0.07,0.01,-0.22,-0.25,0.15,-0.92,-0.31,0.32,-4.66,-0.45,NOT_EX
0.01,-0.22,-0.25,0.15,-0.92,-0.31,0.32,-4.66,-0.45,0.85,2.43,0.66,0.45,3.02,1.96,NOT_EX
0.32,-4.66,-0.45,0.85,2.43,0.66,0.45,3.02,1.96,2.24,-2.72,-0.18,0.25,-0.15,-0.19,NOT_EX
2.24,-2.72,-0.18,0.25,-0.15,-0.19,0.14,-0.25,-0.32,0.36,-2.31,-0.05,-4.12,0.78,-1.52,NOT_EX
0.14,-0.25,-0.32,0.36,-2.31,-0.05,-4.12,0.78,-1.52,-1.55,4.05,0.45,-2.23,1.53,1.03,NOT_EX
-1.55,4.05,0.45,-2.23,1.53,1.03,-2.53,-0.34,0.70,0.01,-0.15,-0.29,0.00,-0.69,-0.20,NOT_EX
-2.53,-0.34,0.70,0.01,-0.15,-0.29,0.00,-0.69,-0.20,0.42,-3.21,-0.27,1.29,5.53,0.30,NOT_EX
0.42,-3.21,-0.27,1.29,5.53,0.30,0.05,3.96,1.52,-2.70,-2.43,-3.36,0.15,-0.18,-0.34,NOT_EX
-2.70,-2.43,-3.36,0.15,-0.18,-0.34,0.04,-0.13,-0.38,-0.46,-3.20,-0.39,3.13,0.75,5.59,NOT_EX
0.04,-0.13,-0.38,-0.46,-3.20,-0.39,3.13,0.75,5.59,2.01,-0.51,3.25,1.20,-0.52,-0.13,NOT_EX
2.01,-0.51,3.25,1.20,-0.52,-0.13,0.10,-0.05,0.08,0.05,-0.31,-0.19,4.21,0.85,-1.43,NOT_EX
0.10,-0.05,0.08,0.05,-0.31,-0.19,4.21,0.85,-1.43,-1.40,1.96,2.26,1.28,-0.13,1.83,NOT_EX
-1.40,1.96,2.26,1.28,-0.13,1.83,-0.36,-0.15,-0.19,0.11,0.04,-0.25,0.01,-0.48,-0.23,NOT_EX
-0.36,-0.15,-0.19,0.11,0.04,-0.25,0.01,-0.48,-0.23,-0.11,-5.94,-1.13,0.12,4.56,1.08,NOT_EX
-0.11,-5.94,-1.13,0.12,4.56,1.08,0.31,1.72,0.66,3.41,-4.67,0.53,0.24,0.11,-0.42,NOT_EX
0.31,1.72,0.66,3.41,-4.67,0.53,0.24,0.11,-0.42,-0.05,-0.53,-0.43,1.45,-6.25,-2.47,NOT_EX
0.24,0.11,-0.42,-0.05,-0.53,-0.43,1.45,-6.25,-2.47,1.03,1.46,0.41,-0.13,3.29,0.74,NOT_EX
1.03,1.46,0.41,-0.13,3.29,0.74,1.13,-0.70,0.93,0.10,0.01,-0.04,0.09,-0.37,-0.34,NOT_EX
1.13,-0.70,0.93,0.10,0.01,-0.04,0.09,-0.37,-0.34,0.42,-3.99,-0.59,-1.24,3.67,0.98,NOT_EX
0.42,-3.99,-0.59,-1.24,3.67,0.98,-0.72,4.27,1.04,0.01,-7.24,-5.01,0.11,-0.02,-0.32,NOT_EX
-0.72,4.27,1.04,0.01,-7.24,-5.01,0.11,-0.02,-0.32,-0.08,-0.35,-0.46,0.16,-4.57,-0.55,NOT_EX
-0.08,-0.35,-0.46,0.16,-4.57,-0.55,0.23,3.34,-0.41,-0.42,3.28,1.71,0.56,-1.04,-0.76,NOT_EX
-0.42,3.28,1.71,0.56,-1.04,-0.76,-0.42,0.26,-0.03,-0.10,0.05,-0.12,-0.62,-0.13,-1.18,NOT_EX
-0.42,0.26,-0.03,-0.10,0.05,-0.12,-0.62,-0.13,-1.18,-4.31,1.59,-7.20,-1.95,1.29,-2.92,NOT_EX
-4.31,1.59,-7.20,-1.95,1.29,-2.92,0.59,1.34,0.50,0.08,-0.03,-0.06,-0.14,-0.33,-0.18,NOT_EX
0.59,1.34,0.50,0.08,-0.03,-0.06,-0.14,-0.33,-0.18,0.03,-1.20,-0.29,-1.52,-5.88,0.51,NOT_EX
-0.14,-0.33,-0.18,0.03,-1.20,-0.29,-1.52,-5.88,0.51,-1.17,4.95,-0.26,-0.92,3.63,2.07,NOT_EX
-1.17,4.95,-0.26,-0.92,3.63,2.07,1.68,-3.03,-1.08,0.05,-0.18,-0.01,-0.08,-0.56,-0.39,NOT_EX
0.05,-0.18,-0.01,-0.08,-0.56,-0.39,0.32,-4.21,-0.33,-0.10,3.27,-1.69,0.69,3.50,3.05,NOT_EX
0.32,-4.21,-0.33,-0.10,3.27,-1.69,0.69,3.50,3.05,-1.01,-1.05,1.57,1.77,-1.02,-0.20,NOT_EX
0.69,3.50,3.05,-1.01,-1.05,1.57,1.77,-1.02,-0.20,0.15,-0.27,-0.35,0.34,-1.28,-0.43,NOT_EX
0.15,-0.27,-0.35,0.34,-1.28,-0.43,-1.42,-4.96,-0.88,-1.11,4.25,1.52,-1.25,1.23,1.19,NOT_EX
-1.42,-4.96,-0.88,-1.11,4.25,1.52,-1.25,1.23,1.19,0.50,-1.39,0.59,0.14,-0.06,-0.24,NOT_EX
0.50,-1.39,0.59,0.14,-0.06,-0.24,0.03,-0.92,-0.21,0.10,-5.00,-0.82,0.63,5.96,0.75,NOT_EX
0.10,-5.00,-0.82,0.63,5.96,0.75,-0.84,4.04,1.49,0.59,-9.55,-0.54,-0.11,-0.06,-0.14,NOT_EX
-0.84,4.04,1.49,0.59,-9.55,-0.54,-0.11,-0.06,-0.14,0.16,-0.29,-0.52,-1.44,-2.58,0.44,NOT_EX
0.16,-0.29,-0.52,-1.44,-2.58,0.44,3.23,0.51,1.76,3.17,-0.94,7.19,0.98,0.09,2.63,NOT_EX
3.23,0.51,1.76,3.17,-0.94,7.19,0.98,0.09,2.63,-0.60,0.17,-0.35,-0.13,-0.17,0.38,NOT_EX
0.98,0.09,2.63,-0.60,0.17,-0.35,-0.13,-0.17,0.38,0.03,-0.03,-0.04,-0.06,-2.24,-0.54,NOT_EX
0.03,-0.03,-0.04,-0.06,-2.24,-0.54,0.51,0.64,-0.41,-0.67,2.26,0.46,-0.50,-0.45,1.35,NOT_EX
0.51,0.64,-0.41,-0.67,2.26,0.46,-0.50,-0.45,1.35,-3.08,0.40,-0.81,0.15,-0.14,-0.38,NOT_EX
-3.08,0.40,-0.81,0.15,-0.14,-0.38,0.08,-1.40,-0.32,0.22,-6.26,-0.48,-0.81,4.46,1.37,NOT_EX
0.22,-6.26,-0.48,-0.81,4.46,1.37,-0.24,1.38,2.45,-1.09,3.08,-2.30,0.24,0.07,-0.50,NOT_EX
-0.24,1.38,2.45,-1.09,3.08,-2.30,0.24,0.07,-0.50,0.03,-0.30,-0.57,0.64,-3.98,-0.40,NOT_EX
0.03,-0.30,-0.57,0.64,-3.98,-0.40,-1.78,2.91,0.47,0.47,3.98,1.46,-2.30,1.04,0.43,NOT_EX
-1.78,2.91,0.47,0.47,3.98,1.46,-2.30,1.04,0.43,-0.44,0.28,-0.33,-0.01,-0.19,-0.28,NOT_EX
-0.12,-0.70,-1.16,0.15,-1.35,-1.73,-0.73,1.22,-2.99,0.04,2.09,0.70,-1.42,1.37,1.37,EX_PEAK
0.72,-3.56,-1.65,0.60,0.45,-2.20,-0.11,3.59,-2.61,-0.77,1.61,0.31,-1.03,0.72,1.06,EX_PEAK
-1.32,-3.82,-0.24,0.26,0.57,-3.05,0.96,2.87,-1.58,-0.46,1.80,-0.16,-1.20,1.15,0.69,EX_PEAK
0.18,-0.91,-0.44,-1.41,-0.84,-0.20,0.31,2.68,-2.30,1.41,2.23,-0.23,-2.63,2.01,1.32,EX_PEAK
-0.81,-2.36,-1.00,-1.57,-1.17,-1.14,1.71,3.48,-2.71,0.68,1.61,0.28,-5.15,1.22,3.32,EX_PEAK
0.43,-1.19,-1.83,1.15,0.62,-2.88,0.57,2.41,-3.03,-0.90,1.79,0.90,-1.19,0.36,0.25,EX_PEAK
1.07,-3.99,-1.17,1.62,0.89,-1.18,2.51,2.05,-3.81,0.09,1.86,0.26,-3.48,1.18,1.60,EX_PEAK
-2.21,-2.14,-1.56,-0.01,0.96,-2.42,1.39,1.65,-1.16,-0.51,0.94,-0.27,-1.48,0.25,0.18,EX_PEAK
0.62,0.33,-3.76,0.56,1.56,0.46,-0.31,0.98,-0.49,-2.21,-0.48,4.10,-0.62,-1.54,0.90,EX_PEAK
1.10,-0.12,-0.55,3.27,2.23,-4.16,1.63,2.94,-0.47,-3.27,1.52,3.81,-0.97,0.22,0.86,EX_PEAK
-1.45,-0.50,2.10,-1.01,-1.51,0.41,0.72,-3.56,-1.65,0.60,0.45,-2.20,-0.11,3.59,-2.61,EX_TROU
-1.03,0.72,1.06,-1.47,-1.77,1.97,-1.32,-3.82,-0.24,0.26,0.57,-3.05,0.96,2.87,-1.58,EX_TROU
-3.76,-2.44,3.26,0.18,-0.91,-0.44,-1.41,-0.84,-0.20,0.31,2.68,-2.30,1.41,2.23,-0.23,EX_TROU
-1.33,-1.71,1.30,-0.81,-2.36,-1.00,-1.57,-1.17,-1.14,1.71,3.48,-2.71,0.68,1.61,0.28,EX_TROU
1.62,0.89,-1.18,2.51,2.05,-3.81,0.09,1.86,0.26,-3.48,1.18,1.60,-2.00,-0.87,0.63,EX_TROU
-2.00,-0.87,0.63,-0.47,-2.29,1.85,-2.21,-2.14,-1.56,-0.01,0.96,-2.42,1.39,1.65,-1.16,EX_TROU
-1.92,-1.54,2.88,0.03,-3.33,-0.45,0.29,-1.38,2.21,0.62,0.33,-3.76,0.56,1.56,0.46,EX_TROU
-2.21,-0.48,4.10,-0.62,-1.54,0.90,1.25,-1.00,-0.42,1.10,-0.12,-0.55,3.27,2.23,-4.16,EX_TROU
0.30,-0.12,0.81,1.25,1.26,0.64,-0.72,2.63,-0.10,0.35,1.14,-1.57,1.16,-0.50,-0.99,EX_PEAK
-0.03,-0.62,0.56,-0.84,1.47,2.16,0.76,1.55,-1.47,0.78,0.81,-0.97,2.41,-1.96,-2.15,EX_PEAK
-0.24,-2.67,0.65,-0.35,0.74,1.44,1.26,2.80,-0.44,1.80,1.07,-0.58,2.99,-0.79,-2.74,EX_PEAK
0.94,1.35,1.02,-1.29,0.38,1.52,-0.92,4.32,-0.83,0.28,0.29,-0.72,1.55,0.32,-1.45,EX_PEAK
1.33,-2.23,1.10,0.30,0.05,1.36,-0.37,5.36,-0.83,1.07,1.01,-0.72,1.55,0.81,-2.13,EX_PEAK
0.68,-0.32,1.29,-0.59,-0.46,1.70,0.63,3.98,-0.26,0.99,0.94,-1.03,2.53,-0.53,-2.18,EX_PEAK
0.69,-0.06,1.93,-0.55,-0.04,3.51,1.15,2.70,-0.86,1.87,0.25,-1.73,1.10,-1.27,-0.08,EX_PEAK
0.97,-4.62,0.80,-0.87,2.36,2.99,2.50,3.05,-1.06,1.95,0.50,-1.91,2.20,-1.93,-0.61,EX_PEAK
-0.13,-1.78,0.19,-1.76,2.60,2.94,2.30,1.74,-1.38,1.40,0.25,-1.17,1.05,-1.73,-0.01,EX_PEAK
1.14,-2.10,1.90,-0.59,2.63,1.52,0.73,1.70,0.64,1.12,0.92,-1.73,0.64,-2.87,0.23,EX_PEAK
0.35,1.14,-1.57,1.16,-0.50,-0.99,0.58,-2.93,0.14,-0.03,-0.62,0.56,-0.84,1.47,2.16,EX_TROU
0.78,0.81,-0.97,2.41,-1.96,-2.15,-1.05,0.60,1.96,-0.24,-2.67,0.65,-0.35,0.74,1.44,EX_TROU
1.80,1.07,-0.58,2.99,-0.79,-2.74,0.79,-6.60,1.76,0.94,1.35,1.02,-1.29,0.38,1.52,EX_TROU
0.28,0.29,-0.72,1.55,0.32,-1.45,2.25,-2.40,-0.19,1.33,-2.23,1.10,0.30,0.05,1.36,EX_TROU
1.07,1.01,-0.72,1.55,0.81,-2.13,1.43,-4.01,0.01,0.68,-0.32,1.29,-0.59,-0.46,1.70,EX_TROU
0.99,0.94,-1.03,2.53,-0.53,-2.18,0.47,-3.51,0.21,0.69,-0.06,1.93,-0.55,-0.04,3.51,EX_TROU
1.10,-1.27,-0.08,-1.34,-1.44,1.14,0.97,-4.62,0.80,-0.87,2.36,2.99,2.50,3.05,-1.06,EX_TROU
1.95,0.50,-1.91,2.20,-1.93,-0.61,-1.53,-3.53,1.51,-0.13,-1.78,0.19,-1.76,2.60,2.94,EX_TROU
1.40,0.25,-1.17,1.05,-1.73,-0.01,-0.34,-1.61,1.22,1.14,-2.10,1.90,-0.59,2.63,1.52,EX_TROU
-1.80,2.90,1.15,-1.01,1.82,2.58,1.07,-0.58,1.28,0.05,-0.28,-0.18,0.21,0.03,-0.19,NOT_EX
1.07,-0.58,1.28,0.05,-0.28,-0.18,0.21,0.03,-0.19,-0.57,-0.81,0.08,-0.99,-4.28,-1.60,NOT_EX
-0.57,-0.81,0.08,-0.99,-4.28,-1.60,-0.60,2.36,2.16,-0.46,1.29,3.66,-6.12,-6.10,-1.31,NOT_EX
-0.46,1.29,3.66,-6.12,-6.10,-1.31,0.30,-0.08,-0.24,-0.25,-0.44,-0.11,0.14,-2.27,-0.92,NOT_EX
0.30,-0.08,-0.24,-0.25,-0.44,-0.11,0.14,-2.27,-0.92,1.27,0.10,-1.61,0.22,2.66,3.83,NOT_EX
1.27,0.10,-1.61,0.22,2.66,3.83,-0.99,0.44,-0.67,-1.94,1.06,-1.61,-0.56,0.31,0.11,NOT_EX
